# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
xlsx;anthropics/skills;main/skills/xlsx;This skill handles spreadsheet files (.xlsx, .csv, .tsv) for reading, editing, and converting tabular data.
docx;anthropics/skills;main/skills/docx;A skill for creating, reading, editing, and manipulating Word documents (.docx files) with formatting support.
webapp-testing;anthropics/skills;main/skills/webapp-testing;A toolkit for testing local web applications using Playwright, supporting frontend verification and debugging.
mcp-builder;anthropics/skills;main/skills/mcp-builder;A guide for building high-quality MCP servers to enable LLMs to interact with external services via well-designed tools.
canvas-design;anthropics/skills;main/skills/canvas-design;Create beautiful visual art and designs in PNG and PDF formats using design principles.
seo-review;leonardomso/33-js-concepts;seo-review;Perform a focused SEO audit on JavaScript concept pages to maximize search visibility and ranking potential.
concept-workflow;leonardomso/33-js-concepts;concept-workflow;An end-to-end workflow for creating comprehensive JavaScript concept documentation.
test-writer;leonardomso/33-js-concepts;test-writer;Generate comprehensive Vitest tests for JavaScript documentation examples.
resource-curator;leonardomso/33-js-concepts;resource-curator;Curates high-quality JavaScript documentation resources with link auditing.
write-concept;leonardomso/33-js-concepts;write-concept;Create or review JavaScript concept documentation following strict guidelines.
fact-check;leonardomso/33-js-concepts;fact-check;Verify technical accuracy of JavaScript concept pages by checking code examples and MDN compliance.
doc-coauthoring;anthropics/skills;main/skills/doc-coauthoring;A skill for guiding users through structured documentation co-authoring workflows.
theme-factory;anthropics/skills;main/skills/theme-factory;A toolkit for applying themes to various artifacts like slides and documents.
web-artifacts-builder;anthropics/skills;main/skills/web-artifacts-builder;Build complex HTML artifacts with React, Tailwind CSS, and shadcn/ui components.
frontend-design;anthropics/claude-code;frontend-design;Create high-quality, production-ready frontend interfaces with creative and polished code.
algorithmic-art;anthropics/skills;main/skills/algorithmic-art;Generate algorithmic art using p5.js with seeded randomness and interactive parameters.
brand-guidelines;anthropics/skills;main/skills/brand-guidelines;Applies Anthropic's brand guidelines including colors and typography to artifacts.
template-skill;anthropics/skills;main/template;A template skill for generating descriptions and usage guidance for AI assistants.
internal-comms;anthropics/skills;main/skills/internal-comms;A skill for writing various types of internal communications like reports and updates.
slack-gif-creator;anthropics/skills;main/skills/slack-gif-creator;Create animated GIFs optimized for Slack with validation tools and animation concepts.
skill-development;anthropics/claude-code;skill-development;A skill for creating, improving, and organizing Claude Code plugin skills with best practices.
agent-development;anthropics/claude-code;agent-development;A skill for developing autonomous agents with guidance on structure, prompts, and best practices for Claude Code plugins.
mcp-integration;anthropics/claude-code;mcp-integration;Integrates Model Context Protocol (MCP) servers into Claude Code plugins for external tool and service connectivity.
hook-development;anthropics/claude-code;hook-development;A skill for creating and implementing Claude Code plugin hooks, focusing on advanced prompt-based APIs.
command-development;anthropics/claude-code;command-development;A skill for developing slash commands with Claude Code, covering structure, arguments, and execution patterns.
writing-hookify-rules;anthropics/claude-code;writing-rules;Create and configure Hookify rules for AI agents.
plugin-structure;anthropics/claude-code;plugin-structure;A skill for creating and understanding plugin structures, including directory layout, manifest configuration, and component organization for
plugin-settings;anthropics/claude-code;plugin-settings;A skill for managing plugin settings using .local.md files with YAML frontmatter.
claude-opus-4-5-migration;anthropics/claude-code;claude-opus-4-5-migration;Migrate prompts and code from older Claude models to Opus 4.5, handling model string updates and prompt adjustments.
remotion-best-practices;remotion-dev/skills;main/skills/remotion;Best practices for creating videos with React and Remotion.
create-pull-request;cline/cline;create-pull-request;Automatically create GitHub pull requests following project conventions using the gh CLI tool.
add-admin-api-endpoint;tryghost/ghost;add-admin-api-endpoint;Add new admin API endpoints to Ghost CMS.
create-database-migration;tryghost/ghost;create-database-migration;Create database migrations for Ghost's MySQL schema changes.
brainstorming;obra/superpowers;brainstorming;A skill for brainstorming and exploring user intent before implementing creative work.
systematic-debugging;obra/superpowers;systematic-debugging;A skill for systematic debugging to identify and resolve bugs or unexpected behaviors before proposing fixes.
test-driven-development;obra/superpowers;test-driven-development;A skill for implementing features or bug fixes using test-driven development before writing code.
writing-plans;obra/superpowers;writing-plans;This skill helps create writing plans for multi-step tasks based on specs or requirements.
executing-plans;obra/superpowers;executing-plans;Execute written implementation plans with review checkpoints.
subagent-driven-development;obra/superpowers;subagent-driven-development;Execute implementation plans with independent tasks using subagents.
requesting-code-review;obra/superpowers;requesting-code-review;Request code review for task completion or feature implementation before merging.
using-superpowers;obra/superpowers;using-superpowers;Establishes skill usage protocol at conversation start, requiring skill tool invocation before any response.
verification-before-completion;obra/superpowers;verification-before-completion;Ensures code quality and correctness before completion by running verification commands.
writing-skills;obra/superpowers;writing-skills;A skill for creating, editing, and verifying other skills before deployment.
using-git-worktrees;obra/superpowers;using-git-worktrees;Create isolated Git worktrees for feature development with smart directory selection and safety checks.
dispatching-parallel-agents;obra/superpowers;dispatching-parallel-agents;Dispatch parallel agents for independent tasks without shared state or dependencies.
receiving-code-review;obra/superpowers;receiving-code-review;A skill for handling code review feedback with technical rigor and verification.
finishing-a-development-branch;obra/superpowers;finishing-a-development-branch;Guides developers through finishing a branch by presenting options for merge, PR, or cleanup after tests pass.
typescript-write;metabase/metabase;typescript-write;Write TypeScript and JavaScript code following Metabase standards.
typescript-review;metabase/metabase;typescript-review;Review TypeScript and JavaScript code for Metabase standards and quality.
docs-write;metabase/metabase;docs-write;Writes documentation in Metabase's clear, user-focused style for markdown and MDX files.
docs-review;metabase/metabase;docs-review;Reviews documentation changes for Metabase writing style compliance.
add-malli-schemas;metabase/metabase;add-malli-schemas;Add Malli schemas to Metabase API endpoints with validation and error handling.
clojure-write;metabase/metabase;clojure-write;A guide for Clojure and ClojureScript development using REPL-driven workflow and best practices.
clojure-review;metabase/metabase;clojure-review;Reviews Clojure/ClojureScript code for Metabase standards and quality.
analytics-events;metabase/metabase;analytics-events;Track user interactions in Metabase frontend with product analytics events.
write-e2e-tests;tldraw/tldraw;write-e2e-tests;Write Playwright end-to-end tests for UI interactions and app coverage.
skill-creator;tldraw/tldraw;skill-creator;A guide for creating effective AI skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
write-unit-tests;tldraw/tldraw;write-unit-tests;Write unit and integration tests for the tldraw SDK using Vitest patterns and TestEditor.
write-docs;tldraw/tldraw;write-docs;A skill for writing SDK documentation for tldraw, including creating and updating docs in apps/docs/content/.
write-example;tldraw/tldraw;write-example;Generate examples for the tldraw SDK app.
write-issue;tldraw/tldraw;write-issue;Create and manage GitHub issues for the tldraw repository.
write-pr;tldraw/tldraw;write-pr;Generate pull request titles and descriptions for the tldraw repository.
documentation-lookup;upstash/context7;documentation-lookup;A skill for looking up documentation, APIs, and code examples for libraries and frameworks.
slidev;slidevjs/slidev;slidev;Create web-based slides with Markdown, Vue, and interactive features for technical presentations.
read-arxiv-paper;karpathy/nanochat;read-arxiv-paper;This skill helps read and analyze arXiv papers from given URLs.
generate-translations;payloadcms/payload;generate-translations;Generates new translation strings when new keys are added to packages.
triage-ci-flake;payloadcms/payload;triage-ci-flake;Triaging CI flake issues after PR merges or investigating flaky test failures.
web-design-guidelines;calcom/cal.com;;Reviews UI code for web interface guidelines compliance, focusing on accessibility and design best practices.
backend-patterns;affaan-m/everything-claude-code;backend-patterns;A skill focused on backend architecture patterns, API design, and server-side best practices for Node.js, Express, and Next.js.
coding-standards;affaan-m/everything-claude-code;coding-standards;Provides universal coding standards and best practices for TypeScript, JavaScript, React, and Node.js.
security-review;affaan-m/everything-claude-code;security-review;Provides a security checklist and patterns for authentication, user input, secrets, API endpoints, and sensitive features.
frontend-patterns;affaan-m/everything-claude-code;frontend-patterns;A skill focused on frontend development patterns for React and Next.js, including state management and performance optimization.
tdd-workflow;affaan-m/everything-claude-code;tdd-workflow;Enforces test-driven development with 80%+ coverage including unit, integration, and E2E tests.
golang-patterns;affaan-m/everything-claude-code;golang-patterns;This skill provides idiomatic Go patterns, best practices, and conventions for building robust, efficient, and maintainable Go applications.
continuous-learning;affaan-m/everything-claude-code;continuous-learning;Automatically extract reusable patterns from Claude Code sessions and save them as learned skills for future use.
postgres-patterns;affaan-m/everything-claude-code;postgres-patterns;PostgreSQL database patterns for query optimization, schema design, indexing, and security based on Supabase best practices.
strategic-compact;affaan-m/everything-claude-code;strategic-compact;Helps manage and compact LLM context manually at logical intervals to preserve information across task phases.
continuous-learning-v2;affaan-m/everything-claude-code;continuous-learning-v2;An instinct-based continuous learning system that evolves instincts into skills and commands.
golang-testing;affaan-m/everything-claude-code;golang-testing;A Go testing patterns skill covering table-driven tests, subtests, benchmarks, fuzzing, and test coverage following TDD methodology.
clickhouse-io;affaan-m/everything-claude-code;clickhouse-io;Optimize ClickHouse queries and analytics for high-performance workloads.
iterative-retrieval;affaan-m/everything-claude-code;iterative-retrieval;An iterative retrieval pattern for progressively refining context in subagent systems.
eval-harness;affaan-m/everything-claude-code;eval-harness;An evaluation framework for Claude Code sessions implementing eval-driven development principles.
springboot-patterns;affaan-m/everything-claude-code;springboot-patterns;A Spring Boot skill focusing on architecture patterns, REST APIs, and backend development practices.
springboot-security;affaan-m/everything-claude-code;springboot-security;Best practices for Spring Boot security including authentication, authorization, CSRF, and dependency security.
springboot-tdd;affaan-m/everything-claude-code;springboot-tdd;A TDD skill for Spring Boot using JUnit 5, Mockito, and more.
jpa-patterns;affaan-m/everything-claude-code;jpa-patterns;A skill for JPA/Hibernate patterns in Spring Boot including entity design, query optimization, and transactions.
python-patterns;affaan-m/everything-claude-code;python-patterns;A skill focused on Pythonic idioms, PEP 8 standards, type hints, and best practices for robust Python development.
python-testing;affaan-m/everything-claude-code;python-testing;A Python testing skill using pytest, TDD, fixtures, mocking, parametrization, and coverage.
django-tdd;affaan-m/everything-claude-code;django-tdd;A Django TDD skill using pytest-django, factory_boy, mocking, and coverage for API testing.
django-patterns;affaan-m/everything-claude-code;django-patterns;Django architecture patterns, REST API design with DRF, ORM best practices, caching, signals, middleware, and production-grade Django apps.
django-security;affaan-m/everything-claude-code;django-security;Django security best practices, authentication, authorization, CSRF protection, SQL injection prevention, XSS prevention, and secure deploym
ui-ux-pro-max;nextlevelbuilder/ui-ux-pro-max-skill;ui-ux-pro-max;A comprehensive UI/UX design assistant with 50 styles, 21 palettes, and support for multiple frameworks like React, Next.js, Vue, and Svelte
git-workflow;agno-agi/agno;sample_skills/git-workflow;A Git workflow guide for commits, branches, and pull requests.
code-review;agno-agi/agno;sample_skills/code-review;Assists with code reviews, linting, and enforcing best practices.
system-info;agno-agi/agno;sample_skills/system-info;A skill to retrieve system information via executable scripts.
vercel-composition-patterns;vercel-labs/agent-skills;composition-patterns;A skill for applying React composition patterns that scale, useful for refactoring components and building flexible libraries.
web-renderer-test;remotion-dev/remotion;web-renderer-test;Add a test case for web renderer functionality.
writing-docs;remotion-dev/remotion;writing-docs;A skill for writing and editing Remotion documentation, including adding docs pages and editing MDX files.
make-pr;remotion-dev/remotion;pr;Automatically opens a pull request for the current feature branch.
video-report;remotion-dev/remotion;video-report;Generate a report about a video using AI.
agent-browser;vercel-labs/agent-browser;agent-browser;A CLI tool for AI agents to automate browser tasks like navigation, form filling, and data scraping.
cookbook-audit;anthropics/claude-cookbooks;cookbook-audit;Audit Anthropic Cookbook notebooks using a rubric for review requests.
turborepo;vercel/turborepo;turborepo;Guidance for Turborepo monorepo build system, covering task pipelines, caching, and CI optimization.
vercel-react-native-skills;vercel-labs/agent-skills;react-native-skills;Best practices for React Native and Expo app development, focusing on performance and native module integration.
commit-helper;cockroachdb/cockroach;commit-helper;Automates git commit and PR message formatting following CockroachDB conventions.
tailwind-design-system;wshobson/agents;tailwind-design-system;Create scalable design systems using Tailwind CSS v4, design tokens, and responsive patterns.
content-research-writer;composiohq/awesome-claude-skills;;A skill for enhancing content writing through research, citations, and real-time feedback.
file-organizer;composiohq/awesome-claude-skills;;Automatically organizes files and folders, finds duplicates, and suggests better structures to reduce cognitive load.
youtube-downloader;composiohq/awesome-claude-skills;;Download YouTube videos with customizable quality and format options.
typescript-advanced-types;wshobson/agents;typescript-advanced-types;Master advanced TypeScript type systems including generics, conditionals, and utility types for type-safe development.
tailored-resume-generator;composiohq/awesome-claude-skills;;Generates tailored resumes based on job descriptions to improve interview chances.
lead-research-assistant;composiohq/awesome-claude-skills;;An assistant that identifies high-quality leads by analyzing business data and targeting companies for sales and marketing professionals.
changelog-generator;composiohq/awesome-claude-skills;;Automatically generates user-friendly changelogs from git commits.
image-enhancer;composiohq/awesome-claude-skills;;Enhances image quality, especially screenshots, for presentations and documentation.
twitter-algorithm-optimizer;composiohq/awesome-claude-skills;;Optimize tweets for maximum reach using Twitter's algorithm insights.
skill-creator;composiohq/awesome-claude-skills;;A guide for creating effective AI skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
competitive-ads-extractor;composiohq/awesome-claude-skills;;Extracts and analyzes competitors' ads from ad libraries to inspire ad campaign improvements.
artifacts-builder;composiohq/awesome-claude-skills;;A tool suite for building complex HTML artifacts with React, Tailwind CSS, and shadcn/ui components.
domain-name-brainstormer;composiohq/awesome-claude-skills;;Generates and checks domain name ideas across multiple TLDs.
mcp-builder;composiohq/awesome-claude-skills;;A guide for building high-quality MCP servers to enable LLMs to interact with external services via well-designed tools.
developer-growth-analysis;composiohq/awesome-claude-skills;;Analyzes coding patterns and development gaps from Claude chat history, curates learning resources from HackerNews, and sends personalized g
webapp-testing;composiohq/awesome-claude-skills;;A toolkit for testing local web applications using Playwright, supporting frontend verification and debugging.
meeting-insights-analyzer;composiohq/awesome-claude-skills;;Analyzes meeting transcripts to provide communication insights and behavioral feedback.
skill-share;composiohq/awesome-claude-skills;;Creates and shares Claude skills on Slack for team collaboration.
connect;composiohq/awesome-claude-skills;;Connect Claude to apps for real-world actions like sending emails, creating issues, and updating databases across platforms.
canvas-design;composiohq/awesome-claude-skills;;Create beautiful visual art and designs in PNG and PDF formats using design principles.
invoice-organizer;composiohq/awesome-claude-skills;;Automatically organizes invoices and receipts for tax preparation with key information extraction and file renaming.
langsmith-fetch;composiohq/awesome-claude-skills;;Fetch and analyze LangChain/LangGraph execution traces from LangSmith for debugging agent behavior.
connect-apps;composiohq/awesome-claude-skills;;Connect Claude to external apps like Gmail, Slack, and GitHub for sending emails, creating issues, and posting messages.
brand-guidelines;composiohq/awesome-claude-skills;;Applies Anthropic's brand guidelines including colors and typography to artifacts.
theme-factory;composiohq/awesome-claude-skills;;A toolkit for applying themes to various artifacts like slides and documents.
internal-comms;composiohq/awesome-claude-skills;;A skill for writing various types of internal communications like reports and updates.
template-skill;composiohq/awesome-claude-skills;;A template skill for generating descriptions and usage guidance for AI assistants.
raffle-winner-picker;composiohq/awesome-claude-skills;;Random winner picker for giveaways, raffles, and contests with fair selection.
slack-gif-creator;composiohq/awesome-claude-skills;;Creates animated GIFs optimized for Slack with size validation and composable animation primitives.
api-design-principles;wshobson/agents;api-design-principles;Learn REST and GraphQL API design principles for scalable, maintainable APIs.
python-performance-optimization;wshobson/agents;python-performance-optimization;Optimize Python code performance using profiling and best practices.
architecture-patterns;wshobson/agents;architecture-patterns;Implement proven backend architecture patterns like Clean Architecture and Domain-Driven Design for better maintainability.
nodejs-backend-patterns;wshobson/agents;nodejs-backend-patterns;Create production-ready Node.js backend services with Express/Fastify, following best practices for middleware, error handling, auth, and AP
nextjs-app-router-patterns;wshobson/agents;nextjs-app-router-patterns;Master Next.js 14+ App Router with Server Components, streaming, parallel routes, and advanced data fetching.
postgresql-table-design;wshobson/agents;postgresql;Design PostgreSQL schemas with best practices, data types, indexing, and performance optimization.
code-review-excellence;wshobson/agents;code-review-excellence;Improve code review practices for better feedback and bug detection.
responsive-design;wshobson/agents;responsive-design;Create modern responsive layouts with container queries, fluid typography, and mobile-first strategies.
prompt-engineering-patterns;wshobson/agents;prompt-engineering-patterns;Master advanced prompt engineering techniques for maximizing LLM performance, reliability, and controllability in production.
python-testing-patterns;wshobson/agents;python-testing-patterns;Implement comprehensive Python testing strategies with pytest, fixtures, mocking, and TDD.
fastapi-templates;wshobson/agents;fastapi-templates;Generate production-ready FastAPI projects with async support and error handling.
mobile-ios-design;wshobson/agents;mobile-ios-design;Master iOS design principles and SwiftUI patterns for native app development.
e2e-testing-patterns;wshobson/agents;e2e-testing-patterns;Master end-to-end testing with Playwright and Cypress for reliable test suites.
sql-optimization-patterns;wshobson/agents;sql-optimization-patterns;Optimize SQL queries and database performance with indexing and EXPLAIN analysis.
async-python-patterns;wshobson/agents;async-python-patterns;Learn Python async/await patterns for high-performance, non-blocking applications.
github-actions-templates;wshobson/agents;github-actions-templates;Create production-ready GitHub Actions workflows for automated testing, building, and deploying applications.
error-handling-patterns;wshobson/agents;error-handling-patterns;Learn error handling patterns across languages to build resilient applications.
design-system-patterns;wshobson/agents;design-system-patterns;Create scalable design systems with design tokens, theming, and component patterns.
mobile-android-design;wshobson/agents;mobile-android-design;Master Material Design 3 and Jetpack Compose for Android app development.
react-native-architecture;wshobson/agents;react-native-architecture;Build production React Native apps with Expo, navigation, native modules, offline sync, and cross-platform patterns.
monorepo-management;wshobson/agents;monorepo-management;Manage monorepos using Turborepo, Nx, and pnpm for efficient multi-package development.
modern-javascript-patterns;wshobson/agents;modern-javascript-patterns;Learn modern JavaScript patterns like async/await, destructuring, and modules for clean, efficient code.
javascript-testing-patterns;wshobson/agents;javascript-testing-patterns;Implement comprehensive testing strategies using Jest, Vitest, and Testing Library for JavaScript/TypeScript projects.
react-native-design;wshobson/agents;react-native-design;Master React Native styling, navigation, and Reanimated animations for cross-platform mobile development.
stripe-integration;wshobson/agents;stripe-integration;Integrate Stripe for secure payment processing with checkout, subscriptions, and webhooks.
web-component-design;wshobson/agents;web-component-design;Master React, Vue, and Svelte component patterns for UI library development and frontend design systems.
debugging-strategies;wshobson/agents;debugging-strategies;Learn systematic debugging techniques and root cause analysis for efficient bug tracking across any codebase.
react-state-management;wshobson/agents;react-state-management;Learn modern React state management techniques using Redux Toolkit, Zustand, Jotai, and React Query.
visual-design-foundations;wshobson/agents;visual-design-foundations;Create cohesive visual designs using typography, color theory, spacing, and iconography principles.
interaction-design;wshobson/agents;interaction-design;Create polished UI interactions with microinteractions, motion design, and user feedback patterns.
microservices-patterns;wshobson/agents;microservices-patterns;Design microservices architectures with service boundaries, event-driven communication, and resilience patterns for distributed systems.
uv-package-manager;wshobson/agents;uv-package-manager;Master the uv package manager for fast Python dependency management and virtual environments.
rag-implementation;wshobson/agents;rag-implementation;Implement Retrieval-Augmented Generation (RAG) systems with vector databases and semantic search for LLM applications.
auth-implementation-patterns;wshobson/agents;auth-implementation-patterns;Implement authentication and authorization patterns like JWT, OAuth2, session management, and RBAC for secure API access.
git-advanced-workflows;wshobson/agents;git-advanced-workflows;Master advanced Git workflows for clean history and issue recovery.
langchain-architecture;wshobson/agents;langchain-architecture;Design LLM applications using LangChain 1.x and LangGraph for agents, memory, and tool integration.
dotnet-backend-patterns;wshobson/agents;dotnet-backend-patterns;Master C#/.NET backend development patterns for building robust APIs, MCP servers, and enterprise applications.
accessibility-compliance;wshobson/agents;accessibility-compliance;Implement WCAG 2.2 compliant interfaces with mobile accessibility, inclusive design patterns, and assistive technology support.
architecture-decision-records;wshobson/agents;architecture-decision-records;Create and maintain Architecture Decision Records (ADRs) for technical decision documentation.
deployment-pipeline-design;wshobson/agents;deployment-pipeline-design;Design multi-stage CI/CD pipelines with approval gates, security checks, and deployment orchestration.
