# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
compliance-checker;eddiebe147/claude-settings;compliance-checker;A skill to check regulatory compliance across finance, tax, employment, data privacy, and industry-specific requirements.
community-manager;eddiebe147/claude-settings;community-manager;Manage online communities with engagement strategies, moderation, and relationship building.
risk-assessor;eddiebe147/claude-settings;risk-assessor;Assesses project risks using systematic frameworks for identification, analysis, and mitigation.
workshop-facilitator;eddiebe147/claude-settings;workshop-facilitator;Design and facilitate effective workshops with agendas, activities, and outcomes.
deal-hunt;tavily-ai/tavily-plugins;;A skill for hunting deals online.
ralph;snarktank/amp-skills;;A command-line tool for managing and interacting with AI models and data pipelines.
intent-story;arcblock/idd;intent-story;Share Intent-Driven Development stories through structured interviews and blog posts.
content-publishing;eddiebe147/claude-settings;;A skill for creating and publishing content.
risk-management;0xhubed/agent-trading-arena;risk-management;A skill for managing risks based on competitive outcomes, useful for position sizing and stop-loss settings.
email-notifications;eddiebe147/claude-settings;;Automates email notifications for various events and workflows.
real-time-features;eddiebe147/claude-settings;;A skill for managing real-time features in applications.
planning;binhmuc/autobot-review;planning;This skill helps in planning scalable, secure, and maintainable technical solutions.
tutorial-docs;existential-birds/beagle;tutorial-docs;A tutorial pattern for documentation that teaches through guided practice.
whatsapp;aviz85/claude-skills-library;;A skill for interacting with WhatsApp.
nano-banana-poster;aviz85/claude-skills-library;;Generates banana-themed posters using AI image generation.
user-guide-writing;supercent-io/skills-template;;Create clear and helpful user guides and tutorials for end users.
technical-writer;daffy0208/ai-dev-standards;technical-writer;Create clear technical documentation for developers and users, covering APIs, user guides, and best practices.
technical-writing;supercent-io/skills-template;;Create clear and comprehensive technical documentation including specs, architecture docs, and API docs.
competency-builder;jwynia/agent-skills;general/education/competency;Guide competency framework development and operation for training capability building.
bad-example-skill;bobmatnyc/claude-mpm-skills;;An anti-pattern example demonstrating violations of self-containment in skills.
example-framework-skill;bobmatnyc/claude-mpm-skills;;A self-contained skill example following best practices.
coo-social-media;lotosbin/claude-skills;;A skill for managing social media content creation and marketing.
tech-lead;lotosbin/claude-skills;;A skill for technical leadership guidance.
basic-skill-template;supercent-io/skills-template;;A basic skill template for defining and documenting AI skills with key technologies and usage scenarios.
coo;lotosbin/claude-skills;;A skill for managing and configuring development environments.
kiss-principle;markpitt/claude-skills;kiss-principle;Apply the K.I.S.S. principle to simplify systems, improve maintainability, and solve problems elegantly in design, coding, and decision-maki
expedia;andrejones92/canifi-life-os;expedia;This skill helps users book flights, hotels, vacation packages, and rental cars via Expedia's platform.
capacitor-deep-linking;cap-go/capacitor-skills;capacitor-deep-linking;Implement deep links and universal links in Capacitor apps for iOS and Android.
blockchain-basics;pluginagentmarketplace/custom-plugin-blockchain;blockchain-basics;Learn blockchain fundamentals including consensus, cryptography, and distributed systems.
xhs-publisher;byheaven/byheaven-skills;xhs-publisher;A skill for publishing on Xiaohongshu creator platform with detailed steps.
