# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
strategic-compact;affaan-m/everything-claude-code;strategic-compact;Helps manage and compact LLM context manually at logical intervals to preserve information across task phases.
continuous-learning-v2;affaan-m/everything-claude-code;continuous-learning-v2;An instinct-based continuous learning system that evolves instincts into skills and commands.
iterative-retrieval;affaan-m/everything-claude-code;iterative-retrieval;An iterative retrieval pattern for progressively refining context in subagent systems.
eval-harness;affaan-m/everything-claude-code;eval-harness;An evaluation framework for Claude Code sessions implementing eval-driven development principles.
video-report;remotion-dev/remotion;video-report;Generate a report about a video using AI.
agent-browser;vercel-labs/agent-browser;agent-browser;A CLI tool for AI agents to automate browser tasks like navigation, form filling, and data scraping.
cookbook-audit;anthropics/claude-cookbooks;cookbook-audit;Audit Anthropic Cookbook notebooks using a rubric for review requests.
content-research-writer;composiohq/awesome-claude-skills;;A skill for enhancing content writing through research, citations, and real-time feedback.
tailored-resume-generator;composiohq/awesome-claude-skills;;Generates tailored resumes based on job descriptions to improve interview chances.
image-enhancer;composiohq/awesome-claude-skills;;Enhances image quality, especially screenshots, for presentations and documentation.
twitter-algorithm-optimizer;composiohq/awesome-claude-skills;;Optimize tweets for maximum reach using Twitter's algorithm insights.
skill-creator;composiohq/awesome-claude-skills;;A guide for creating effective AI skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
competitive-ads-extractor;composiohq/awesome-claude-skills;;Extracts and analyzes competitors' ads from ad libraries to inspire ad campaign improvements.
mcp-builder;composiohq/awesome-claude-skills;;A guide for building high-quality MCP servers to enable LLMs to interact with external services via well-designed tools.
developer-growth-analysis;composiohq/awesome-claude-skills;;Analyzes coding patterns and development gaps from Claude chat history, curates learning resources from HackerNews, and sends personalized g
meeting-insights-analyzer;composiohq/awesome-claude-skills;;Analyzes meeting transcripts to provide communication insights and behavioral feedback.
skill-share;composiohq/awesome-claude-skills;;Creates and shares Claude skills on Slack for team collaboration.
connect;composiohq/awesome-claude-skills;;Connect Claude to apps for real-world actions like sending emails, creating issues, and updating databases across platforms.
langsmith-fetch;composiohq/awesome-claude-skills;;Fetch and analyze LangChain/LangGraph execution traces from LangSmith for debugging agent behavior.
connect-apps;composiohq/awesome-claude-skills;;Connect Claude to external apps like Gmail, Slack, and GitHub for sending emails, creating issues, and posting messages.
template-skill;composiohq/awesome-claude-skills;;A template skill for generating descriptions and usage guidance for AI assistants.
slack-gif-creator;composiohq/awesome-claude-skills;;Creates animated GIFs optimized for Slack with size validation and composable animation primitives.
prompt-engineering-patterns;wshobson/agents;prompt-engineering-patterns;Master advanced prompt engineering techniques for maximizing LLM performance, reliability, and controllability in production.
rag-implementation;wshobson/agents;rag-implementation;Implement Retrieval-Augmented Generation (RAG) systems with vector databases and semantic search for LLM applications.
langchain-architecture;wshobson/agents;langchain-architecture;Design LLM applications using LangChain 1.x and LangGraph for agents, memory, and tool integration.
llm-evaluation;wshobson/agents;llm-evaluation;Evaluate LLM applications using automated metrics, human feedback, and benchmarking.
workflow-patterns;wshobson/agents;workflow-patterns;This skill helps implement tasks using Conductor's TDD workflow, manage git commits, and understand verification protocols.
embedding-strategies;wshobson/agents;embedding-strategies;Optimize embedding models for semantic search and RAG applications.
backtesting-frameworks;wshobson/agents;backtesting-frameworks;Build robust backtesting systems for trading strategies with proper handling of look-ahead bias, survivorship bias, and transaction costs.
vector-index-tuning;wshobson/agents;vector-index-tuning;Optimize vector index performance for latency, recall, and memory by tuning HNSW parameters and quantization strategies.
similarity-search-patterns;wshobson/agents;similarity-search-patterns;Implement efficient similarity search using vector databases for semantic search and nearest neighbor queries.
hybrid-search-implementation;wshobson/agents;hybrid-search-implementation;Implement hybrid search combining vector and keyword approaches for improved retrieval in RAG systems and search engines.
navigator;srbhr/resume-matcher;navigator;A skill for codebase orientation, helping explore code, find files, and understand project structure.
ai-sdk;vercel/ai;use-ai-sdk;An AI SDK skill for answering questions and building AI-powered features like agents, chatbots, and text generation.
repomix-explorer;yamadashy/repomix;repomix-explorer;Analyze or explore codebases using Repomix CLI.
agent-memory;yamadashy/repomix;agent-memory;Manages memory for agents, enabling saving, recalling, and organizing information.
develop-ai-functions-example;vercel/ai;develop-ai-functions-example;Create and manage AI SDK function examples for validation and demonstration.
m05-type-driven;rustfs/rustfs;;A skill for type-driven development with AI assistance.
m06-error-handling;rustfs/rustfs;;A skill for handling errors in AI/LLM applications.
m04-zero-cost;rustfs/rustfs;;A skill for zero-cost LLM prompting and tooling.
m10-performance;rustfs/rustfs;;Optimizes LLM performance and efficiency.
ralph-plan;mastra-ai/mastra;ralph-plan;An interactive planning assistant for creating structured ralph-loop commands via conversation.
agentic-eval;github/awesome-copilot;agentic-eval;Evaluate and improve AI agent outputs using self-critique, reflection loops, and LLM-as-judge systems.
make-skill-template;github/awesome-copilot;make-skill-template;Generate new Agent Skills for GitHub Copilot using templates or prompts.
microsoft-docs;github/awesome-copilot;microsoft-docs;Query official Microsoft documentation for concepts, tutorials, and service insights across Azure, .NET, Microsoft 365, and more.
mcp-cli;github/awesome-copilot;mcp-cli;A CLI interface for interacting with MCP (Model Context Protocol) servers to access external tools, APIs, and data sources.
microsoft-code-reference;github/awesome-copilot;microsoft-code-reference;Lookup Microsoft API references, find code samples, and verify SDK correctness using official docs.
scoutqa-test;github/awesome-copilot;scoutqa-test;Automated QA testing for web applications including accessibility, smoke tests, and user flow validation.
workiq-copilot;github/awesome-copilot;workiq-copilot;A skill that helps Copilot CLI access and utilize Microsoft 365 data for context, summaries, and recommendations.
copilot-sdk;github/awesome-copilot;copilot-sdk;Build agentic applications with GitHub Copilot SDK for embedding AI agents and custom tools.
senior-prompt-engineer;davila7/claude-code-templates;development/senior-prompt-engineer;Expert-level prompt engineering skill for LLM optimization, structured outputs, and AI product development.
langchain;davila7/claude-code-templates;ai-research/agents-langchain;A framework for building LLM-powered applications with agents, chains, and RAG, supporting multiple providers and integrations.
senior-ml-engineer;davila7/claude-code-templates;development/senior-ml-engineer;A world-class ML engineering skill for productionizing ML models, MLOps, and building scalable ML systems with expertise in PyTorch, TensorF
code-reviewer;davila7/claude-code-templates;development/code-reviewer;A comprehensive code review skill for multiple languages with automated analysis and security scanning.
senior-computer-vision;davila7/claude-code-templates;development/senior-computer-vision;A world-class computer vision skill for image/video processing, object detection, segmentation, and visual AI systems using PyTorch, OpenCV,
context7-auto-research;davila7/claude-code-templates;ai-research/context7-auto-research;Automatically fetches latest library/framework docs for Claude Code via Context7 API.
pytorch-lightning;davila7/claude-code-templates;ai-research/distributed-training-pytorch-lightning;A high-level PyTorch framework for clean training loops with distributed training and callbacks.
create-plan;davila7/claude-code-templates;development/create-plan;Generate concise plans for coding tasks upon explicit user request.
autogpt-agents;davila7/claude-code-templates;ai-research/agents-autogpt;An autonomous AI agent platform for building and deploying continuous agents and complex multi-step automation systems.
brainstorming;davila7/claude-code-templates;development/brainstorming;A skill for brainstorming and exploring user intent before implementing creative work.
scientific-schematics;davila7/claude-code-templates;scientific/scientific-schematics;Generate publication-quality scientific diagrams with AI, focusing on neural networks, flowcharts, and biological pathways.
claude-code-guide;davila7/claude-code-templates;ai-research/claude-code-guide;A comprehensive guide to effectively using Claude Code, covering configuration, prompting, debugging, and best practices.
skill-creator;davila7/claude-code-templates;development/skill-creator;A guide for creating effective AI skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
generate-image;davila7/claude-code-templates;scientific/generate-image;Generate or edit images using AI models like FLUX and Gemini for general purposes.
content-creator;davila7/claude-code-templates;business-marketing/content-creator;Generate SEO-optimized marketing content with consistent brand voice using AI.
crewai-multi-agent;davila7/claude-code-templates;ai-research/agents-crewai;A multi-agent orchestration framework for autonomous AI collaboration, enabling role-based agent teamwork with memory and sequential executi
ai-agents-architect;davila7/claude-code-templates;ai-research/ai-agents-architect;Design and build autonomous AI agents with tool use, memory, and planning.
cto-advisor;davila7/claude-code-templates;business-marketing/cto-advisor;Provides technical leadership guidance for engineering teams, including architecture decisions, technology strategy, and tech debt analysis.
agent-development;davila7/claude-code-templates;development/agent-development;A skill for developing autonomous agents with guidance on structure, prompts, and best practices for Claude Code plugins.
prompt-engineering;davila7/claude-code-templates;ai-research/prompt-engineering;Expert guide on prompt engineering patterns, best practices, and optimization techniques for LLMs.
prompt-engineer;davila7/claude-code-templates;ai-research/prompt-engineer;Expert in designing effective prompts for LLM-powered applications, mastering prompt structure, context management, and output formatting.
feature-design-assistant;davila7/claude-code-templates;development/feature-design-assistant;Assists in turning feature ideas into detailed designs and specs via natural dialogue.
long-context;davila7/claude-code-templates;ai-research/emerging-techniques-long-context;Extend transformer model context windows using RoPE, YaRN, ALiBi, and position interpolation techniques for long document processing.
skill-creation-guide;davila7/claude-code-templates;development/skill-creation-guide;A guide for creating effective skills that extend Claude's capabilities with specialized knowledge, workflows, or tool integrations.
writing-skills;davila7/claude-code-templates;development/writing-skills;A skill for creating, editing, and verifying other skills before deployment.
agent-manager-skill;davila7/claude-code-templates;ai-research/agent-manager-skill;Manage multiple local CLI agents via tmux sessions with cron-friendly scheduling.
content-research-writer;davila7/claude-code-templates;business-marketing/content-research-writer;A skill for enhancing content writing through research, citations, and real-time feedback.
agent-memory-mcp;davila7/claude-code-templates;ai-research/agent-memory-mcp;A hybrid memory system for AI agents providing persistent and searchable knowledge management.
llamaindex;davila7/claude-code-templates;ai-research/agents-llamaindex;A data framework for building LLM applications with RAG, supporting document ingestion, indexing, and querying.
writing-plans;davila7/claude-code-templates;development/writing-plans;This skill helps create writing plans for multi-step tasks based on specs or requirements.
planning-with-files;davila7/claude-code-templates;productivity/planning-with-files;A skill for file-based planning of complex tasks using task_plan.md, findings.md, and progress.md files.
qdrant-vector-search;davila7/claude-code-templates;ai-research/rag-qdrant;A high-performance vector similarity search engine for RAG and semantic search, optimized for fast nearest neighbor search and scalable vect
agent-evaluation;davila7/claude-code-templates;ai-research/agent-evaluation;Evaluate and benchmark LLM agents with behavioral testing, capability assessment, and reliability metrics.
whisper;davila7/claude-code-templates;ai-research/multimodal-whisper;OpenAI's speech recognition model supporting 99 languages, transcription, translation, and language identification.
dispatching-parallel-agents;davila7/claude-code-templates;ai-research/dispatching-parallel-agents;Dispatch parallel agents for independent tasks without shared state or dependencies.
mcp-integration;davila7/claude-code-templates;development/mcp-integration;Integrates Model Context Protocol (MCP) servers into Claude Code plugins for external tool and service connectivity.
docx;davila7/claude-code-templates;document-processing/docx-official;Create, edit, and analyze .docx documents with support for tracked changes, comments, and formatting preservation.
knowledge-distillation;davila7/claude-code-templates;ai-research/emerging-techniques-knowledge-distillation;Compress large language models using knowledge distillation techniques for efficient deployment and reduced inference costs.
scikit-learn;davila7/claude-code-templates;scientific/scikit-learn;A skill for machine learning tasks using scikit-learn in Python, including classification, regression, clustering, and model evaluation.
agent-tool-builder;davila7/claude-code-templates;ai-research/agent-tool-builder;A skill for designing effective AI agent tools with JSON Schema, error handling, and MCP standard.
agent-memory-systems;davila7/claude-code-templates;ai-research/agent-memory-systems;This skill explores agent memory systems including short-term and long-term memory architectures and retrieval strategies.
error-resolver;davila7/claude-code-templates;development/error-resolver;A skill for systematic error diagnosis and resolution using first-principle analysis.
huggingface-accelerate;davila7/claude-code-templates;ai-research/distributed-training-accelerate;Simplifies distributed training for PyTorch with minimal code changes and supports multiple frameworks like DeepSpeed and FSDP.
skill-installer;davila7/claude-code-templates;development/skill-installer;Install Codex skills from curated lists or GitHub repos.
pytorch-fsdp;davila7/claude-code-templates;ai-research/distributed-training-pytorch-fsdp;Expert guidance for PyTorch FSDP training with parameter sharding, mixed precision, and CPU offloading.
llama-cpp;davila7/claude-code-templates;ai-research/inference-serving-llama-cpp;Run LLM inference on CPU, Apple Silicon, and consumer GPUs with GGUF quantization support.
skill-development;davila7/claude-code-templates;development/skill-development;A skill for creating, improving, and organizing Claude Code plugin skills with best practices.
screenshot-feature-extractor;davila7/claude-code-templates;development/screenshot-feature-extractor;Extract features from product screenshots and generate development task checklists.
model-merging;davila7/claude-code-templates;ai-research/emerging-techniques-model-merging;Merge multiple fine-tuned models using mergekit for enhanced performance and experimentation.
mcp-builder;davila7/claude-code-templates;development/mcp-builder;A guide for building high-quality MCP servers to enable LLMs to interact with external services via well-designed tools.
subagent-driven-development;davila7/claude-code-templates;ai-research/subagent-driven-development;Execute implementation plans with independent tasks using subagents.
executing-plans;davila7/claude-code-templates;development/executing-plans;Execute written implementation plans with review checkpoints.
modal-serverless-gpu;davila7/claude-code-templates;ai-research/infrastructure-modal;A serverless GPU platform for running ML workloads without managing infrastructure.
conversation-memory;davila7/claude-code-templates;ai-research/conversation-memory;Manages persistent memory for LLM conversations with short-term, long-term, and entity-based storage.
deepspeed;davila7/claude-code-templates;ai-research/distributed-training-deepspeed;Expert guidance for distributed training with DeepSpeed including ZeRO optimization and FP16/BF16 support.
model-pruning;davila7/claude-code-templates;ai-research/emerging-techniques-model-pruning;Prune large language models to reduce size and improve inference speed using techniques like Wanda and SparseGPT.
serving-llms-vllm;davila7/claude-code-templates;ai-research/inference-serving-vllm;Deploy LLM APIs with high throughput using vLLM's optimizations and support for OpenAI-compatible endpoints.
agent-md-refactor;davila7/claude-code-templates;development/agent-md-refactor;Refactors large agent instruction files into organized, linked documentation using progressive disclosure.
task-execution-engine;davila7/claude-code-templates;development/task-execution-engine;Execute implementation tasks from design documents using markdown checkboxes.
stable-diffusion-image-generation;davila7/claude-code-templates;ai-research/multimodal-stable-diffusion;Generate high-quality images from text prompts using Stable Diffusion models via HuggingFace Diffusers.
training-llms-megatron;davila7/claude-code-templates;ai-research/distributed-training-megatron-core;Train large language models with NVIDIA Megatron-Core for high GPU efficiency and advanced parallelism.
moe-training;davila7/claude-code-templates;ai-research/emerging-techniques-moe-training;Train Mixture of Experts (MoE) models using DeepSpeed or HuggingFace for large-scale, sparse architectures.
claude-opus-4-5-migration;davila7/claude-code-templates;development/claude-opus-4-5-migration;Migrate prompts and code from older Claude models to Opus 4.5, handling model string updates and prompt adjustments.
instructor;davila7/claude-code-templates;ai-research/prompt-engineering-instructor;Extract structured data from LLM responses with Pydantic validation and automatic retries.
mlflow;davila7/claude-code-templates;ai-research/mlops-mlflow;Manage machine learning experiments, model registry, and deployment with MLflow.
perplexity-search;davila7/claude-code-templates;scientific/perplexity-search;Perform AI-powered web searches with real-time information using Perplexity models via LiteLLM and OpenRouter.
llama-factory;davila7/claude-code-templates;ai-research/fine-tuning-llama-factory;A skill for fine-tuning LLMs using LLaMA-Factory with WebUI, supporting 100+ models and QLoRA.
dspy;davila7/claude-code-templates;ai-research/prompt-engineering-dspy;A framework for systematic LM programming, enabling declarative AI system building with automatic prompt optimization and modular RAG system
sentence-transformers;davila7/claude-code-templates;ai-research/rag-sentence-transformers;A framework for state-of-the-art sentence, text, and image embeddings with 5000+ pre-trained models for semantic similarity and retrieval.
outlines;davila7/claude-code-templates;ai-research/prompt-engineering-outlines;Ensures valid JSON/XML/code structure during generation using Pydantic models and supports local models for fast inference.
audiocraft-audio-generation;davila7/claude-code-templates;ai-research/multimodal-audiocraft;Generate music and sound effects from text using PyTorch libraries like MusicGen and AudioGen.
huggingface-tokenizers;davila7/claude-code-templates;ai-research/tokenization-huggingface-tokenizers;High-performance tokenizer for NLP tasks, supporting BPE, WordPiece, and Unigram algorithms.
peft-fine-tuning;davila7/claude-code-templates;ai-research/fine-tuning-peft;Efficient LLM fine-tuning with LoRA, QLoRA, and 25+ methods for limited GPU memory scenarios.
autonomous-agent-patterns;davila7/claude-code-templates;ai-research/autonomous-agent-patterns;Design patterns for building autonomous coding agents, covering tool integration, permission systems, and human-in-the-loop workflows.
using-superpowers;davila7/claude-code-templates;development/using-superpowers;Establishes skill usage protocol at conversation start, requiring skill tool invocation before any response.
weights-and-biases;davila7/claude-code-templates;ai-research/mlops-weights-and-biases;Track ML experiments, visualize training, optimize hyperparameters, and manage model registry with W&B.
notion-spec-to-implementation;davila7/claude-code-templates;productivity/notion-spec-to-implementation;Convert Notion specifications into implementation plans and tasks.
faiss;davila7/claude-code-templates;ai-research/rag-faiss;Faiss is a library for efficient similarity search and clustering of dense vectors, supporting billions of vectors with GPU acceleration.
notion-meeting-intelligence;davila7/claude-code-templates;productivity/notion-meeting-intelligence;Prepare meeting materials using Notion context and Codex research.
developer-growth-analysis;davila7/claude-code-templates;development/developer-growth-analysis;Analyzes coding patterns and development gaps from Claude chat history, curates learning resources from HackerNews, and sends personalized g
evaluating-code-models;davila7/claude-code-templates;ai-research/evaluation-bigcode-evaluation-harness;Evaluates code generation models using benchmarks like HumanEval and MBPP with pass@k metrics.
email-composer;davila7/claude-code-templates;enterprise-communication/email-composer;Create professional emails for business, technical, and customer communication contexts.
tensorrt-llm;davila7/claude-code-templates;ai-research/inference-serving-tensorrt-llm;Optimizes LLM inference using NVIDIA TensorRT for high throughput and low latency on A100/H100 GPUs.
langsmith-observability;davila7/claude-code-templates;ai-research/observability-langsmith;A LangSmith observability platform for tracing, evaluating, and monitoring LLM applications.
unsloth;davila7/claude-code-templates;ai-research/fine-tuning-unsloth;Fast fine-tuning with Unsloth for LLMs, 2-5x faster training and 50-80% less memory usage.
context-window-management;davila7/claude-code-templates;ai-research/context-window-management;Manage LLM context windows with strategies like summarization, trimming, and routing to avoid context rot.
copywriting;davila7/claude-code-templates;business-marketing/copywriting;Helps with writing, rewriting, and improving marketing copy for various web pages.
evaluating-llms-harness;davila7/claude-code-templates;ai-research/evaluation-lm-evaluation-harness;Evaluates LLMs on 60+ academic benchmarks like MMLU, HumanEval, GSM8K, TruthfulQA, HellaSwag. Supports HuggingFace, vLLM, and APIs.
nanogpt;davila7/claude-code-templates;ai-research/model-architecture-nanogpt;A clean, hackable GPT implementation for learning transformer architectures.
tensorboard;davila7/claude-code-templates;ai-research/mlops-tensorboard;Visualize training metrics, debug models, and compare experiments with TensorBoard.
autonomous-agents;davila7/claude-code-templates;ai-research/autonomous-agents;An autonomous agent skill focusing on goal decomposition, planning, tool execution, and reliability in LLM systems.
gemini;davila7/claude-code-templates;ai-research/gemini;A skill for using Gemini CLI to perform code reviews, plan reviews, and process large contexts with Gemini 3 Pro.
speculative-decoding;davila7/claude-code-templates;ai-research/emerging-techniques-speculative-decoding;Optimize LLM inference speed using speculative decoding, Medusa, and lookahead techniques for real-time applications.
guidance;davila7/claude-code-templates;ai-research/prompt-engineering-guidance;Control LLM output with regex and grammars to ensure valid JSON/XML/code generation and structured formats.
prompt-library;davila7/claude-code-templates;ai-research/prompt-library;A curated library of high-quality prompts for coding, writing, analysis, and creative tasks.
fine-tuning-with-trl;davila7/claude-code-templates;ai-research/post-training-trl-fine-tuning;Fine-tune LLMs using reinforcement learning with TRL for SFT, DPO, PPO, and reward modeling.
command-development;davila7/claude-code-templates;development/command-development;A skill for developing slash commands with Claude Code, covering structure, arguments, and execution patterns.
computer-use-agents;davila7/claude-code-templates;ai-research/computer-use-agents;Build AI agents that interact with computers like humans do, covering screen viewing, cursor movement, button clicking, and text typing.
skypilot-multi-cloud-orchestration;davila7/claude-code-templates;ai-research/infrastructure-skypilot;Orchestrate ML workloads across multiple clouds with cost optimization and spot instance support.
lambda-labs-gpu-cloud;davila7/claude-code-templates;ai-research/infrastructure-lambda-labs;Provides reserved and on-demand GPU cloud instances for ML training and inference with SSH access and persistent filesystems.
mamba-architecture;davila7/claude-code-templates;ai-research/model-architecture-mamba;Mamba architecture: State-space model with O(n) complexity, 5x faster inference, million-token sequences, no KV cache.
implementing-llms-litgpt;davila7/claude-code-templates;ai-research/model-architecture-litgpt;Implement and train LLMs using LitGPT with 20+ architectures like Llama, Gemma, Phi, Qwen, Mistral.
competitive-ads-extractor;davila7/claude-code-templates;business-marketing/competitive-ads-extractor;Extracts and analyzes competitors' ads from ad libraries to inspire ad campaign improvements.
gguf-quantization;davila7/claude-code-templates;ai-research/optimization-gguf;Optimize LLM inference with GGUF format and llama.cpp quantization for CPU/GPU deployment.
image-enhancer;davila7/claude-code-templates;media/image-enhancer;Enhances image quality, especially screenshots, for presentations and documentation.
sglang;davila7/claude-code-templates;ai-research/inference-serving-sglang;Fast structured generation and serving for LLMs with RadixAttention prefix caching, optimized for JSON/regex outputs and agentic workflows.
prompt-caching;davila7/claude-code-templates;ai-research/prompt-caching;Optimize LLM prompt caching with Anthropic, response caching, and CAG strategies.
humanizer;davila7/claude-code-templates;productivity/humanizer;Remove AI-generated writing signs from text to make it sound more natural.
pyvene-interventions;davila7/claude-code-templates;ai-research/mechanistic-interpretability-pyvene;Guides causal interventions on PyTorch models using pyvene framework for causal tracing and activation patching.
optimizing-attention-flash;davila7/claude-code-templates;ai-research/optimization-flash-attention;Optimizes transformer attention using Flash Attention for faster inference and reduced memory usage.
quantizing-models-bitsandbytes;davila7/claude-code-templates;ai-research/optimization-bitsandbytes;Quantizes LLMs to 8-bit or 4-bit for memory reduction and faster inference.
zapier-workflows;davila7/claude-code-templates;development/zapier-workflows;Manage and trigger Zapier workflows and MCP tool orchestration for automations and research tasks.
transformers;davila7/claude-code-templates;scientific/transformers;A skill for working with pre-trained transformer models in NLP, computer vision, and multimodal tasks.
hook-development;davila7/claude-code-templates;development/hook-development;A skill for creating and implementing Claude Code plugin hooks, focusing on advanced prompt-based APIs.
clip;davila7/claude-code-templates;ai-research/multimodal-clip;A vision-language model for image classification, matching, and retrieval without fine-tuning.
constitutional-ai;davila7/claude-code-templates;ai-research/safety-alignment-constitutional-ai;Training safe AI via self-improvement with supervised learning and RLAIF, powers Claude's safety system.
axolotl;davila7/claude-code-templates;ai-research/fine-tuning-axolotl;Guidance for fine-tuning LLMs with Axolotl using YAML configs, LoRA/QLoRA, DPO/KTO/ORPO/GRPO, and multimodal support.
openrlhf-training;davila7/claude-code-templates;ai-research/post-training-openrlhf;A high-performance RLHF framework using Ray and vLLM for large model training.
sparse-autoencoder-training;davila7/claude-code-templates;ai-research/mechanistic-interpretability-saelens;Guides training and analysis of Sparse Autoencoders for interpreting neural network activations.
railway-docs;davila7/claude-code-templates;railway/railway-docs;A skill to fetch up-to-date Railway documentation for accurate answers about Railway features and functionality.
codex-review;davila7/claude-code-templates;development/codex-review;Automated code review with changelog generation using Codex AI.
llava;davila7/claude-code-templates;ai-research/multimodal-llava;A vision-language model for image-based conversations and visual question answering.
transformer-lens-interpretability;davila7/claude-code-templates;ai-research/mechanistic-interpretability-transformer-lens;A skill for mechanistic interpretability research using TransformerLens to inspect transformer internals.
segment-anything-model;davila7/claude-code-templates;ai-research/multimodal-segment-anything;A foundation model for image segmentation with zero-shot transfer capabilities using prompts like points, boxes, or masks.
awq-quantization;davila7/claude-code-templates;ai-research/optimization-awq;Activation-aware weight quantization for 4-bit LLM compression with 3x speedup and minimal accuracy loss.
