# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
axiom-spritekit-ref;charleswiltgen/axiom;axiom-spritekit-ref;SpriteKit API reference — all node types, physics body creation, action catalog, texture atlases, constraints, scene setup, particles, SKRenderer
axiom-ios-games;charleswiltgen/axiom;axiom-ios-games;Use when building ANY 2D or 3D game, game prototype, or interactive simulation with SpriteKit, SceneKit, or RealityKit. Covers scene graphs, ECS architecture, physics, actions, game loops, rendering, SwiftUI integration, SceneKit migration.
axiom-spritekit-diag;charleswiltgen/axiom;axiom-spritekit-diag;Use when physics contacts don't fire, objects tunnel through walls, frame rate drops, touches don't register, memory spikes, coordinate confusion, or scene transition crashes
axiom-sf-symbols;charleswiltgen/axiom;axiom-sf-symbols;Use when implementing SF Symbols rendering modes, symbol effects, animations, custom symbols, or troubleshooting symbol appearance - covers the full symbol effects system from iOS 17 through SF Symbols 7 Draw animations in iOS 26
axiom-sf-symbols-ref;charleswiltgen/axiom;axiom-sf-symbols-ref;Use when you need complete SF Symbols API reference including every rendering mode, symbol effect, configuration option, UIKit equivalent, and platform availability - comprehensive code examples for iOS 17 through iOS 26
axiom-scenekit;charleswiltgen/axiom;axiom-scenekit;Use when working with SceneKit 3D scenes, migrating SceneKit to RealityKit, or maintaining legacy SceneKit code. Covers scene graph, materials, physics, animation, SwiftUI bridge, migration decision tree.
axiom-realitykit;charleswiltgen/axiom;axiom-realitykit;Use when building 3D content, AR experiences, or spatial computing with RealityKit. Covers ECS architecture, SwiftUI integration, RealityView, AR anchors, materials, physics, interaction, multiplayer, performance.
skill-evaluator;gotalab/skillport;;Evaluates agent skills against Anthropic's best practices. Use when asked to review, evaluate, assess, or audit a skill for quality. Analyzes SKILL.md structure, naming conventions, description quality, content organization, and identifies anti-patterns. Produces actionable improvement recommendations.
just-scrape;scrapegraphai/just-scrape;just-scrape;CLI tool for AI-powered web scraping, data extraction, search, and crawling via ScrapeGraph AI. Use when the user needs to scrape websites, extract structured data from URLs, convert pages to markdown, crawl multi-page sites, search the web for information, automate browser interactions (login, click, fill forms), get raw HTML, discover sitemaps, or generate JSON schemas. Triggers on tasks involving: (1) extracting data from websites, (2) web scraping or crawling, (3) converting webpages to markdown, (4) AI-powered web search with extraction, (5) browser automation, (6) generating output schemas for scraping. The CLI is just-scrape (npm package just-scrape).
babysit;a5c-ai/babysitter;babysit;Orchestrate via @babysitter. Use this skill when asked to babysit a run, orchestrate a process or whenever it is called explicitly. (babysit, babysitter, orchestrate, orchestrate a run, workflow, etc.)
orchestrator;first-fluke/oh-my-ag;orchestrator;Automated multi-agent orchestrator that spawns CLI subagents in parallel, coordinates via MCP Memory, and monitors progress
qa-agent;first-fluke/oh-my-ag;qa-agent;Quality assurance specialist for security, performance, accessibility, and comprehensive testing
configuring-dbt-mcp-server;dbt-labs/dbt-agent-skills;configuring-dbt-mcp-server;Use when setting up, configuring, or troubleshooting the dbt MCP server for AI tools like Claude Desktop, Claude Code, Cursor, or VS Code.
day2-supplement-mcp;ai-native-camp/camp-1;day2-supplement-mcp;Day 2 보충 자료 - MCP 딥다이브. Claude Code에 외부 도구를 연결하는 MCP를 체계적으로 배운다. "MCP 배우기", "MCP 보충", "MCP 강의", "MCP 학습" 요청에 사용.
day2-create-context-sync-skill;ai-native-camp/camp-1;day2-create-context-sync-skill;AI Native Camp Day 2 Context Sync 스킬 만들기. 여러 외부 도구에서 컨텍스트를 수집하여 하나의 sync 문서로 만드는 나만의 스킬을 직접 구축한다. "2일차", "Day 2", "context sync", "컨텍스트 싱크", "sync 스킬", "스킬 만들기", "정보 수집 스킬" 요청에 사용.
lean-startup;wondelai/skills;main/lean-startup;Lean Startup methodology based on Eric Ries' "The Lean Startup". Use when you need to: (1) design MVP scope for new product ideas, (2) define validated learning experiments, (3) create innovation accounting frameworks, (4) decide when to pivot vs. persevere, (5) set up metrics that matter vs. vanity metrics, (6) reduce product development waste, (7) apply scientific method to entrepreneurship, (8) test business model assumptions quickly.
influence-psychology;wondelai/skills;main/influence-psychology;Persuasion science framework based on Robert Cialdini's "Influence: The Psychology of Persuasion". Use when you need to: (1) design features that leverage social proof, (2) write persuasive copy and messaging, (3) analyze why users take (or don't take) actions, (4) create onboarding flows using commitment/consistency, (5) design referral programs using reciprocity, (6) audit for ethical persuasion, (7) apply influence psychology to product design, marketing, sales, or negotiation.
obviously-awesome;wondelai/skills;main/obviously-awesome;Product positioning framework based on April Dunford's "Obviously Awesome". Use when you need to: (1) define competitive alternatives your customers actually consider, (2) identify unique attributes that differentiate your product, (3) map attributes to customer value themes, (4) define best-fit target customers, (5) choose the right market category, (6) create a positioning canvas for team alignment, (7) run team positioning exercises and workshops.
ui-ux-pro-max;jmerta/codex-skills;;Use when designing, building, or refining frontend UI/UX: layouts, components, visual systems, typography, color, and UX patterns for websites, landing pages, dashboards, and product interfaces. Provides searchable styles, palettes, font pairings, charts, and stack best practices (React, Next.js, Vue, Svelte, SwiftUI, React Native, Flutter, Tailwind).
predictable-revenue;wondelai/skills;main/predictable-revenue;Outbound sales methodology based on Aaron Ross' "Predictable Revenue". Use when you need to: (1) build a scalable outbound sales process, (2) implement Cold Calling 2.0, (3) structure sales team roles (SDR/AE/CSM), (4) design lead generation and qualification frameworks, (5) scale B2B SaaS sales predictably, (6) create prospecting email sequences, (7) build sales development pipeline, (8) separate prospecting from closing.
contagious;wondelai/skills;main/contagious;Word-of-mouth and virality framework based on Jonah Berger's "Contagious: Why Things Catch On". Use when you need to: (1) engineer word-of-mouth using the STEPPS framework, (2) design products and features that people naturally share, (3) create content that goes viral, (4) build social currency into your product, (5) design environmental triggers that keep your brand top-of-mind, (6) craft high-arousal emotional content, (7) make your product publicly visible and imitable.
crossing-the-chasm;wondelai/skills;main/crossing-the-chasm;Technology adoption and go-to-market strategy based on Geoffrey Moore's "Crossing the Chasm". Use when you need to: (1) identify where your product is in the adoption lifecycle, (2) choose a beachhead market segment, (3) build a "whole product" solution for mainstream buyers, (4) position against incumbent competition, (5) transition from early adopters to mainstream market, (6) develop B2B tech marketing strategy, (7) understand why tech products fail to gain mainstream traction.
design-everyday-things;wondelai/skills;main/design-everyday-things;Fundamental design principles based on Don Norman's "The Design of Everyday Things". Use when you need to: (1) design affordances and signifiers into interfaces, (2) analyze why products are confusing, (3) apply constraints to prevent errors, (4) design clear feedback mechanisms, (5) bridge gulfs of execution and evaluation, (6) create intuitive conceptual models, (7) apply human-centered design, (8) understand why users make errors and design fault-tolerant systems.
traction-eos;wondelai/skills;main/traction-eos;Entrepreneurial Operating System (EOS) based on Gino Wickman's "Traction". Use when you need to: (1) implement a complete business operating system, (2) create Vision/Traction Organizer (V/TO), (3) set quarterly rocks (priorities), (4) run Level 10 meetings, (5) build accountability charts, (6) solve issues using IDS (Identify-Discuss-Solve), (7) align leadership team on vision and execution, (8) get a grip on your business.
made-to-stick;wondelai/skills;main/made-to-stick;Sticky messaging framework based on Chip & Dan Heath's "Made to Stick". Use when you need to: (1) make product messaging more memorable, (2) write sticky taglines and value propositions, (3) create compelling product demos and presentations, (4) design memorable onboarding experiences, (5) craft internal communications that stick, (6) apply the SUCCESs framework (Simple, Unexpected, Concrete, Credible, Emotional, Stories), (7) analyze why messaging isn't resonating.
drive-motivation;wondelai/skills;main/drive-motivation;Motivation science framework based on Daniel Pink's "Drive". Use when you need to: (1) design features that leverage intrinsic motivation, (2) create progress systems that support mastery, (3) craft purpose-driven messaging and missions, (4) audit if product mechanics undermine autonomy, (5) design team structures and incentives with AMP principles (Autonomy, Mastery, Purpose), (6) understand why gamification fails, (7) replace carrot-and-stick approaches with intrinsic motivation.
blue-ocean-strategy;wondelai/skills;main/blue-ocean-strategy;Blue Ocean Strategy framework based on W. Chan Kim & Renée Mauborgne's book. Use when you need to: (1) create uncontested market space instead of competing head-to-head, (2) analyze competitive landscape (red vs. blue oceans), (3) design value innovation propositions, (4) use Strategy Canvas and Four Actions Framework (ERRC), (5) identify non-customers and convert them, (6) break the value-cost trade-off, (7) shift from competition to value innovation.
hundred-million-offers;wondelai/skills;main/hundred-million-offers;Grand Slam Offer creation framework based on Alex Hormozi's "$100M Offers". Use when you need to: (1) create irresistible offers using the Value Equation, (2) design Grand Slam Offers with bonuses, guarantees, and scarcity, (3) find your starving crowd and ideal market, (4) implement value-based pricing with 10:1 value-to-price ratio, (5) stack bonuses that increase perceived value, (6) design risk-reversing guarantees, (7) apply ethical scarcity and urgency, (8) name offers using the MAGIC formula.
design-sprint;wondelai/skills;main/design-sprint;Design Sprint methodology based on Jake Knapp's "Sprint" (Google Ventures). Use when you need to: (1) validate product ideas in 5 days instead of months, (2) rapidly prototype and test solutions, (3) answer critical business questions quickly, (4) align teams on product direction, (5) de-risk product development before building, (6) test multiple concepts with real users, (7) make fast strategic decisions through structured process.
claude-md-management;giuseppe-trisciuoglio/developer-kit;claude-md-management;Provides comprehensive CLAUDE.md file management capabilities including auditing, quality assessment, and targeted improvements. Use when user asks to check, audit, update, improve, fix, maintain, or validate CLAUDE.md files. Also triggers for "project memory optimization", "CLAUDE.md quality check", "documentation review", or when CLAUDE.md needs to be created from scratch. This skill scans all CLAUDE.md files, evaluates quality against standardized criteria, outputs detailed quality reports with scores and recommendations, then makes targeted updates with user approval.
jimeng_mcp_skill;wwwzhouhui/skills_collection;;使用jimeng-mcp-server进行AI图像和视频生成。当用户请求从文本生成图像、合成多张图片、从文本描述创建视频或为静态图像添加动画时使用此技能。支持四大核心能力：文生图、图像合成、文生视频、图生视频。需要jimeng-mcp-server在本地运行或通过SSE/HTTP访问。
rpi;boshu2/agentops;rpi;Full RPI lifecycle orchestrator. Research → Plan → Pre-mortem → Crank → Vibe → Post-mortem. One command, sequential skill invocations with human gates and hands-free validation. Triggers: "rpi", "full lifecycle", "end to end", "research to production".
react-performance;thebushidocollective/han;react-performance;Use when React performance optimization including memoization, lazy loading, and virtualization. Use when optimizing React applications.
atomic-design-atoms;thebushidocollective/han;atomic-design-atoms;Use when creating atomic-level UI components like buttons, inputs, labels, and icons. The smallest building blocks of a design system.
ansible-playbooks;thebushidocollective/han;ansible-playbooks;Use when writing and organizing Ansible playbooks for automated configuration management and infrastructure orchestration.
cucumber-best-practices;thebushidocollective/han;cucumber-best-practices;Cucumber best practices, patterns, and anti-patterns
structural-design-principles;thebushidocollective/han;structural-design-principles;Use when designing modules and components requiring Composition Over Inheritance, Law of Demeter, Tell Don't Ask, and Encapsulation principles that transcend programming paradigms.
nestjs-testing;thebushidocollective/han;nestjs-testing;Use when nestJS testing with unit tests, integration tests, and e2e tests. Use when building well-tested NestJS applications.
ui-components;yonatangross/orchestkit;ui-components;UI component library patterns for shadcn/ui and Radix Primitives. Use when building accessible component libraries, customizing shadcn components, using Radix unstyled primitives, or creating design system foundations.
vuetify0;vuetifyjs/0;vuetify0;Build with @vuetify/v0 headless composables and components for Vue 3. Use when creating selection state (single, multi, grouped, stepped), form validation, tab/dialog/popover UI, provide/inject context, registries, virtual scrolling, pagination, keyboard shortcuts, resize observers, theming, breakpoints, or SSR-safe browser detection. Triggers on v0, vuetify0, headless components, or WAI-ARIA patterns.
rag-retrieval;yonatangross/orchestkit;rag-retrieval;Retrieval-Augmented Generation patterns for grounded LLM responses. Use when building RAG pipelines, embedding documents, implementing hybrid search, contextual retrieval, HyDE, agentic RAG, multimodal RAG, query decomposition, reranking, or pgvector search.
quality-gates;yonatangross/orchestkit;quality-gates;Use when assessing task complexity, before starting complex tasks, when stuck after multiple attempts, or reviewing code against best practices. Provides quality-gates scoring (1-5), escalation workflows, and pattern library management.
brainstorming;yonatangross/orchestkit;brainstorming;Design exploration with parallel agents. Use when brainstorming ideas, exploring solutions, or comparing alternatives.
sf-soql;jaganpro/sf-skills;;Advanced SOQL skill with natural language to query generation, query optimization, relationship traversal, aggregate functions, and performance analysis. Build efficient queries that respect governor limits and security requirements.
sf-ai-agentscript;jaganpro/sf-skills;;Agent Script DSL development skill for Salesforce Agentforce. Enables writing deterministic agents in a single .agent file with FSM architecture, instruction resolution, and hybrid reasoning. Covers syntax, debugging, testing, and CLI deployment.
i18n-date-patterns;yonatangross/orchestkit;i18n-date-patterns;Implements internationalization (i18n) in React applications. Covers user-facing strings, date/time handling, locale-aware formatting, ICU MessageFormat, and RTL support. Use when building multilingual UIs or formatting dates/currency.
sf-deploy;jaganpro/sf-skills;;Comprehensive Salesforce DevOps automation using sf CLI v2. Use when deploying metadata, managing scratch orgs, setting up CI/CD pipelines, or troubleshooting deployment errors.
sf-flow;jaganpro/sf-skills;;Creates and validates Salesforce flows with 110-point scoring and Winter '26 best practices. Use when building record-triggered flows, screen flows, autolaunched flows, scheduled flows, or reviewing existing flow performance.
character-sprite;paulrobello/claude-office;character-sprite;Generate complete character sprite sheets for the Claude Office Visualizer agents. Creates all animation frames (idle, walking, typing, handoff, coffee) with consistent character design across all sheets. Uses iterative approval workflow and reference-based generation for consistency.
pilotty;msmps/pilotty;pilotty;Automates terminal TUI applications (vim, htop, lazygit, dialog) through managed PTY sessions. Use when the user needs to interact with terminal apps, edit files in vim/nano, navigate TUI menus, click terminal buttons/checkboxes, or automate CLI workflows with interactive prompts.
git-expert;cin12211/orca-q;git-expert;Git expert with deep knowledge of merge conflicts, branching strategies, repository recovery, performance optimization, and security patterns. Use PROACTIVELY for any Git workflow issues including complex merge conflicts, history rewriting, collaboration patterns, and repository management. If a specialized expert is a better fit, I will recommend switching and stop.
testing-expert;cin12211/orca-q;testing-expert;Testing expert with comprehensive knowledge of test structure, mocking strategies, async testing, coverage analysis, and cross-framework debugging. Use PROACTIVELY for test reliability, flaky test debugging, framework migration, and testing architecture decisions. Covers Jest, Vitest, Playwright, and Testing Library.
tikz-flowchart;yzlnew/infra-skills;;Creates professional TikZ flowcharts with a standardized style (Google Material-like colors, node shapes, and layout).
seo-technical;andrehfp/tinyplate;seo-technical;Implement technical SEO infrastructure for Next.js apps. Use this skill when setting up sitemaps, robots.txt, meta tags, OpenGraph, structured data (JSON-LD), canonical URLs, and other technical SEO elements. Covers Next.js 15/16 App Router patterns and 2025 best practices.
gilfoyle;axiomhq/gilfoyle;;SRE agent that does what you can't. Queries your observability stack. Finds root causes. Doesn't panic. Doesn't guess. Doesn't care about your feelings. Use for incident response, debugging, root cause analysis, or log analysis.
ideation;nicknisi/claude-plugins;ideation;Transform raw brain dumps (dictated freestyle) into structured implementation artifacts. Use when user has messy ideas, scattered thoughts, or dictated stream-of-consciousness, or when they want to plan a feature, spec something out, or turn rough ideas into actionable specs. Produces contracts and implementation specs written to ./docs/ideation/{project-name}/.
agent-reviews;pbakaus/agent-reviews;agent-reviews;Review and fix PR review bot findings on current PR, loop until resolved. Fetches unanswered bot comments, evaluates each finding, fixes real bugs, dismisses false positives, and replies to every comment with the outcome.
expo-react-native-performance;pproenca/dot-skills;.experimental/expo-react-native-performance;Expo React Native performance optimization guidelines. This skill should be used when writing, reviewing, or refactoring Expo React Native code to ensure optimal performance patterns. Triggers on tasks involving React Native components, lists, animations, images, or performance improvements.
rust-cli-agent-style;pproenca/dot-skills;.experimental/rust-cli-agent-style;Coding patterns extracted from OpenAI Codex Rust codebase - a production CLI/agent system with strict error handling, async patterns, and workspace organization
kimi-docx;thvroyal/kimi-skills;kimi-docx;Generate and edit Word documents (.docx). Supports professional documents including covers, charts, track-changes editing, and more. Suitable for any .docx creation or modification task.
leaflet-mapping;zenobi-us/dotfiles;obsidian/leaflet-mapping;Use when creating interactive maps in Obsidian using LeafletJS plugin - covers real-world maps, image maps, markers from notes, overlays, GeoJSON, GPX tracks, and common issues with bounds/zoom levels
jq;lanej/dotfiles;jq;JSON processing, parsing, and manipulation. STRONGLY PREFERRED for all JSON formatting, filtering, transformations, and analysis. Use instead of Python/Node.js scripts for JSON operations.
