# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
webapp-testing;github/awesome-copilot;webapp-testing;A toolkit for testing local web applications using Playwright, supporting frontend verification and debugging.
senior-frontend;davila7/claude-code-templates;development/senior-frontend;A comprehensive frontend development skill for modern web apps using React, Next.js, TypeScript, and Tailwind CSS.
remotion;davila7/claude-code-templates;video/remotion;A skill for programmatic video creation in React with animations and media handling.
seo-optimizer;davila7/claude-code-templates;business-marketing/seo-optimizer;An SEO specialist skill for content strategy, technical SEO, keyword research, and ranking improvements.
frontend-design;davila7/claude-code-templates;creative-design/frontend-design;Create high-quality, production-ready frontend interfaces with distinct designs using React, HTML, and CSS.
video-downloader;davila7/claude-code-templates;media/video-downloader;A skill to download videos from YouTube and other platforms for offline use.
nextjs-best-practices;davila7/claude-code-templates;development/nextjs-best-practices;Best practices for Next.js App Router including Server Components and data fetching.
frontend-patterns;davila7/claude-code-templates;development/cc-skill-frontend-patterns;A skill focused on frontend development patterns for React and Next.js, including state management and performance optimization.
tailwind-patterns;davila7/claude-code-templates;creative-design/tailwind-patterns;A skill for implementing Tailwind CSS v4 principles with modern patterns and design token architecture.
seo-audit;davila7/claude-code-templates;business-marketing/seo-audit;Audits and diagnoses SEO issues on websites, including technical SEO and ranking problems.
react-dev;davila7/claude-code-templates;development/react-dev;A skill for building React components with TypeScript, focusing on type-safe patterns and event handling.
artifacts-builder;davila7/claude-code-templates;development/artifacts-builder;A tool suite for building complex HTML artifacts with React, Tailwind CSS, and shadcn/ui components.
react-ui-patterns;davila7/claude-code-templates;development/react-ui-patterns;A skill for implementing modern React UI patterns including loading states, error handling, and data fetching.
seo-fundamentals;davila7/claude-code-templates;business-marketing/seo-fundamentals;This skill covers SEO fundamentals, E-E-A-T, Core Web Vitals, and Google algorithm principles.
react-patterns;davila7/claude-code-templates;development/react-patterns;Modern React patterns, hooks, composition, performance, and TypeScript best practices.
webapp-testing;davila7/claude-code-templates;development/webapp-testing;A toolkit for testing local web applications using Playwright, supporting frontend verification and debugging.
api-patterns;davila7/claude-code-templates;development/api-patterns;A skill for understanding API design principles including REST, GraphQL, and tRPC decisions.
accessibility-auditor;davila7/claude-code-templates;creative-design/accessibility-auditor;Audits websites for web accessibility compliance with WCAG standards and inclusive design practices.
3d-web-experience;davila7/claude-code-templates;creative-design/3d-web-experience;Build 3D web experiences using Three.js, React Three Fiber, and WebGL for immersive websites and product configurators.
web-artifacts-builder;davila7/claude-code-templates;development/web-artifacts-builder;Build complex HTML artifacts with React, Tailwind CSS, and shadcn/ui components.
mui;davila7/claude-code-templates;development/mui;A Material-UI v7 component library skill for styling, theming, and responsive design.
frontend-dev-guidelines;davila7/claude-code-templates;development/frontend-dev-guidelines;Provides frontend development guidelines for React/TypeScript apps with modern patterns and best practices.
nextjs-supabase-auth;davila7/claude-code-templates;development/nextjs-supabase-auth;Integrate Supabase Auth with Next.js App Router for secure authentication and protected routes.
programmatic-seo;davila7/claude-code-templates;business-marketing/programmatic-seo;Automates SEO-driven page creation using templates and data at scale.
web-to-markdown;davila7/claude-code-templates;development/web-to-markdown;Converts webpage URLs to clean Markdown using Puppeteer and Readability.
scroll-experience;davila7/claude-code-templates;creative-design/scroll-experience;Build immersive scroll-driven web experiences with parallax, animations, and cinematic storytelling.
interactive-portfolio;davila7/claude-code-templates;creative-design/interactive-portfolio;Create engaging portfolios that convert visitors into job opportunities, focusing on developer, designer, and creative showcases.
roier-seo;davila7/claude-code-templates;web-development/roier-seo;A technical SEO auditor that runs Lighthouse/PageSpeed audits and fixes issues automatically.
browser-automation;davila7/claude-code-templates;utilities/browser-automation;A skill for browser automation using Playwright and Puppeteer for testing, scraping, and AI agent interactions.
web-performance-optimization;davila7/claude-code-templates;web-development/web-performance-optimization;Optimize web performance including loading speed, Core Web Vitals, and runtime performance.
schema-markup;davila7/claude-code-templates;business-marketing/schema-markup;Optimize schema markup and structured data for better SEO and rich snippets.
graphql;davila7/claude-code-templates;development/graphql;A skill for designing GraphQL schemas, implementing resolvers, and integrating with Apollo/urql clients.
firecrawl-scraper;davila7/claude-code-templates;web-development/firecrawl-scraper;A skill for deep web scraping, screenshots, PDF parsing, and website crawling using Firecrawl API.
algolia-search;davila7/claude-code-templates;development/algolia-search;Expert patterns for Algolia search implementation, indexing strategies, React InstantSearch, and relevance tuning.
telegram-mini-app;davila7/claude-code-templates;enterprise-communication/telegram-mini-app;Build Telegram Mini Apps (TWA) with native-like experience, covering TON ecosystem, Web App API, payments, and user auth.
seo;davila7/claude-code-templates;development/seo;Optimize content for search engine visibility and ranking.
react-email;resend/react-email;react-email;Create HTML email templates using React components for various transactional and marketing emails.
seo-audit;coreyhaines31/marketingskills;seo-audit;Audits and diagnoses SEO issues on websites, including technical SEO and ranking problems.
react-19;prowler-cloud/prowler;react-19;A skill for React 19 patterns with React Compiler, focusing on hooks, refs, and Next.js integration.
tailwind-4;prowler-cloud/prowler;tailwind-4;A skill for Tailwind CSS 4 patterns and best practices, focusing on dynamic styling and CSS variables.
django-drf;prowler-cloud/prowler;django-drf;A Django REST Framework skill for implementing generic DRF APIs with ViewSets, serializers, routers, permissions, and filtersets.
nextjs-15;prowler-cloud/prowler;nextjs-15;A skill for mastering Next.js 15 App Router patterns including Server Components, Client Components, and more.
programmatic-seo;coreyhaines31/marketingskills;programmatic-seo;Automates SEO-driven page creation using templates and data at scale.
audit-website;squirrelscan/skills;main/audit-website;Audit websites for SEO, performance, security, and other issues using squirrelscan CLI with LLM-optimized reports.
schema-markup;coreyhaines31/marketingskills;schema-markup;Optimize schema markup and structured data for better SEO and rich snippets.
nextjs-best-practices;sickn33/antigravity-awesome-skills;nextjs-best-practices;Best practices for Next.js App Router including Server Components and data fetching.
nextjs-supabase-auth;sickn33/antigravity-awesome-skills;nextjs-supabase-auth;Integrate Supabase Auth with Next.js App Router for secure authentication and protected routes.
web-performance-optimization;sickn33/antigravity-awesome-skills;web-performance-optimization;Optimize web performance including loading speed, Core Web Vitals, and runtime performance.
frontend-patterns;sickn33/antigravity-awesome-skills;cc-skill-frontend-patterns;A skill focused on frontend development patterns for React and Next.js, including state management and performance optimization.
frontend-dev-guidelines;sickn33/antigravity-awesome-skills;frontend-dev-guidelines;Provides frontend development guidelines for React and TypeScript apps with modern practices.
react-ui-patterns;sickn33/antigravity-awesome-skills;react-ui-patterns;A skill for implementing modern React UI patterns including loading states, error handling, and data fetching.
seo-fundamentals;sickn33/antigravity-awesome-skills;seo-fundamentals;This skill covers core SEO principles like E-E-A-T, Core Web Vitals, and how search engines evaluate pages.
3d-web-experience;sickn33/antigravity-awesome-skills;3d-web-experience;Build 3D web experiences using Three.js, React Three Fiber, and WebGL for immersive websites and product configurators.
browser-automation;sickn33/antigravity-awesome-skills;browser-automation;A skill for browser automation using Playwright and Puppeteer for testing, scraping, and AI agent interactions.
api-patterns;sickn33/antigravity-awesome-skills;api-patterns;A skill for understanding API design principles including REST, GraphQL, and tRPC decisions.
graphql;sickn33/antigravity-awesome-skills;graphql;A skill for designing GraphQL schemas, implementing resolvers, and integrating with Apollo/urql clients.
tailwind-patterns;sickn33/antigravity-awesome-skills;tailwind-patterns;A skill for implementing Tailwind CSS v4 principles with modern patterns and design token architecture.
scroll-experience;sickn33/antigravity-awesome-skills;scroll-experience;Build immersive scroll-driven web experiences with parallax, animations, and cinematic storytelling.
interactive-portfolio;sickn33/antigravity-awesome-skills;interactive-portfolio;Create engaging portfolios that convert visitors into job opportunities, focusing on developer, designer, and creative showcases.
telegram-mini-app;sickn33/antigravity-awesome-skills;telegram-mini-app;Build Telegram Mini Apps (TWA) with native-like experience, covering TON ecosystem, Web App API, payments, and user auth.
react-patterns;sickn33/antigravity-awesome-skills;react-patterns;Modern React patterns, hooks, composition, performance, and TypeScript best practices.
seo-audit;sickn33/antigravity-awesome-skills;seo-audit;Audit SEO issues affecting crawlability, indexation, rankings, and organic performance.
stripe-integration;sickn33/antigravity-awesome-skills;stripe-integration;Integrate Stripe for secure payment processing with checkout, subscriptions, and webhooks.
algolia-search;sickn33/antigravity-awesome-skills;algolia-search;Expert patterns for Algolia search implementation, indexing strategies, React InstantSearch, and relevance tuning.
webapp-testing;sickn33/antigravity-awesome-skills;webapp-testing;A toolkit for testing local web applications using Playwright, supporting frontend verification and debugging.
web-artifacts-builder;sickn33/antigravity-awesome-skills;web-artifacts-builder;Build complex HTML artifacts with React, Tailwind CSS, and shadcn/ui components.
programmatic-seo;sickn33/antigravity-awesome-skills;programmatic-seo;Design and evaluate programmatic SEO strategies using templates and structured data for scalable page creation.
schema-markup;sickn33/antigravity-awesome-skills;schema-markup;Optimize schema.org structured data for SEO and rich results.
page-cro;sickn33/antigravity-awesome-skills;page-cro;Optimize web pages for better conversion rates with data-driven insights.
popup-cro;sickn33/antigravity-awesome-skills;popup-cro;Optimize popups, modals, and banners to boost conversions while maintaining user experience.
firecrawl-scraper;sickn33/antigravity-awesome-skills;firecrawl-scraper;A skill for deep web scraping, screenshots, PDF parsing, and website crawling using Firecrawl API.
accessibility-compliance-accessibility-audit;sickn33/antigravity-awesome-skills;accessibility-compliance-accessibility-audit;An accessibility expert for WCAG compliance, inclusive design, and assistive technology compatibility audits.
fastapi-pro;sickn33/antigravity-awesome-skills;fastapi-pro;Build high-performance async APIs with FastAPI, SQLAlchemy 2.0, and Pydantic V2.
react-state-management;sickn33/antigravity-awesome-skills;react-state-management;Learn modern React state management techniques using Redux Toolkit, Zustand, Jotai, and React Query.
django-pro;sickn33/antigravity-awesome-skills;django-pro;Master Django 5.x with async views, DRF, Celery, and Django Channels for scalable web apps.
fastapi-templates;sickn33/antigravity-awesome-skills;fastapi-templates;Generate production-ready FastAPI projects with async support and error handling.
seo-keyword-strategist;sickn33/antigravity-awesome-skills;seo-keyword-strategist;Analyze keyword usage, density, and suggest semantic variations for SEO optimization.
frontend-mobile-development-component-scaffold;sickn33/antigravity-awesome-skills;frontend-mobile-development-component-scaffold;Generate production-ready React components with TypeScript, tests, and accessibility.
react-modernization;sickn33/antigravity-awesome-skills;react-modernization;Upgrade React apps to latest versions, migrate to hooks, and adopt concurrent features.
seo-meta-optimizer;sickn33/antigravity-awesome-skills;seo-meta-optimizer;Optimizes SEO meta titles, descriptions, and URLs based on best practices and character limits.
seo-content-auditor;sickn33/antigravity-awesome-skills;seo-content-auditor;Audits content for SEO best practices and E-E-A-T signals, providing scoring and improvement recommendations.
playground;anthropics/claude-plugins-official;playground;Creates interactive HTML playgrounds for visual configuration and live previews.
frontend-design;anthropics/claude-plugins-official;frontend-design;Create high-quality, production-ready frontend interfaces with creative and polished code.
vue-best-practices;hyf0/vue-skills;vue-best-practices;A Vue.js best practices guide emphasizing Composition API, TypeScript, and modern tooling like Vite and Pinia.
vue;antfu/skills;main/skills/vue;A Vue 3 skill focusing on Composition API, script setup, reactivity, and built-in components for SFCs.
baoyu-url-to-markdown;jimliu/baoyu-skills;baoyu-url-to-markdown;Convert web pages to markdown using Chrome CDP with auto-capture or user signal modes.
vue-best-practices;antfu/skills;main/skills/vue-best-practices;A Vue.js best practices guide emphasizing Composition API, TypeScript, and modern tooling like Vite and Pinia.
vueuse-functions;antfu/skills;main/skills/vueuse-functions;A skill for applying VueUse composables to build concise Vue.js/Nuxt features.
next-best-practices;vercel-labs/next-skills;next-best-practices;Next.js best practices including file conventions, RSC boundaries, data patterns, and optimization techniques.
pinia;antfu/skills;main/skills/pinia;Pinia is the official Vue state management library, offering type-safe and extensible store patterns for Vue applications.
nuxt;antfu/skills;main/skills/nuxt;A Nuxt full-stack Vue framework with SSR, auto-imports, and file-based routing for building modern web applications.
unocss;antfu/skills;main/skills/unocss;A skill for configuring UnoCSS, writing utility rules, shortcuts, and working with presets like Wind, Icons, Attributify.
vitepress;antfu/skills;main/skills/vitepress;A static site generator using Vite and Vue for documentation sites.
slidev;antfu/skills;main/skills/slidev;Create web-based slides with Markdown, Vue, and interactive features for technical presentations.
api-patterns;vudovn/antigravity-kit;api-patterns;A skill for understanding API design principles including REST, GraphQL, and tRPC decisions.
tailwind-patterns;vudovn/antigravity-kit;tailwind-patterns;A skill for implementing Tailwind CSS v4 principles with modern patterns and design token architecture.
webapp-testing;vudovn/antigravity-kit;webapp-testing;A skill for web application testing using E2E and Playwright strategies.
nextjs-best-practices;vudovn/antigravity-kit;;A skill focused on Next.js best practices for web development.
seo-fundamentals;vudovn/antigravity-kit;seo-fundamentals;This skill covers SEO fundamentals, E-E-A-T, Core Web Vitals, and Google algorithm principles.
react-patterns;vudovn/antigravity-kit;;A skill for managing React component patterns and best practices.
use-dom;expo/skills;main/plugins/expo-app-design/skills/use-dom;Migrate web code to native incrementally using Expo DOM components in a webview.
svelte;epicenterhq/epicenter;svelte;A Svelte 5 skill focusing on component patterns, TanStack Query, and shadcn-svelte UI components.
vue-router-best-practices;antfu/skills;main/skills/vue-router-best-practices;Best practices for Vue Router 4 including navigation guards and route parameters.
react:components;google-labs-code/stitch-skills;react-components;Converts designs into modular React components with Vite and AST validation.
vue-testing-best-practices;antfu/skills;main/skills/vue-testing-best-practices;Best practices for Vue.js testing with Vitest, Vue Test Utils, and Playwright.
playwright;openai/skills;main/skills/.curated/playwright;Automate real browser tasks like navigation, form filling, and screenshots using Playwright CLI or wrapper scripts.
shadcn-ui;giuseppe-trisciuoglio/developer-kit;shadcn-ui;A guide for setting up shadcn/ui, installing components, and building forms with React Hook Form and Zod.
frontend-vue-development;tencentblueking/bk-ci;frontend-vue-development;A Vue development standard guide covering components, state management, routing, and styling.
shadcn-svelte-components;exceptionless/exceptionless;shadcn-svelte;A collection of UI components using shadcn-svelte and bits-ui for Svelte applications.
tanstack-form;exceptionless/exceptionless;tanstack-form;A Svelte 5 form solution with Zod validation and error handling.
tanstack-query;exceptionless/exceptionless;tanstack-query;Fetch and cache data with TanStack Query in Svelte applications.
react-dev;softaworks/agent-toolkit;react-dev;A skill for building React components with TypeScript, focusing on type-safe patterns and event handling.
vue-best-practices;vuejs-ai/skills;main/skills/vue-best-practices;A Vue.js best practices guide emphasizing Composition API, TypeScript, and modern tooling like Vite and Pinia.
vue-development-guides;vuejs-ai/skills;main/skills/vue-development-guides;Provides best practices and tips for Vue.js development, including application creation, refactoring, and review.
threejs-animation;cloudai-x/threejs-skills;threejs-animation;A Three.js animation skill for keyframe, skeletal, and morph target animations.
vue-router-best-practices;vuejs-ai/skills;main/skills/vue-router-best-practices;Best practices for Vue Router 4 including navigation guards and route parameters.
vue-pinia-best-practices;vuejs-ai/skills;main/skills/vue-pinia-best-practices;Best practices for Pinia state management in Vue applications.
next-cache-components;vercel-labs/next-skills;next-cache-components;A Next.js 16 Cache Components skill for PPR, use cache directive, cacheLife, cacheTag, and updateTag.
create-adaptable-composable;vuejs-ai/skills;main/skills/create-adaptable-composable;Create Vue composables with reactive inputs using MaybeRef patterns for predictable behavior.
vue-testing-best-practices;vuejs-ai/skills;main/skills/vue-testing-best-practices;Best practices for Vue.js testing with Vitest, Vue Test Utils, and Playwright.
vue-options-api-best-practices;vuejs-ai/skills;main/skills/vue-options-api-best-practices;Best practices for Vue 3 Options API including data(), methods, and this context usage.
vue-jsx-best-practices;vuejs-ai/skills;main/skills/vue-jsx-best-practices;Best practices for using JSX syntax in Vue applications, including class vs className and plugin configuration.
threejs-shaders;cloudai-x/threejs-skills;threejs-shaders;Create custom visual effects and shaders using Three.js for 3D graphics.
threejs-interaction;cloudai-x/threejs-skills;threejs-interaction;A Three.js skill for handling user interactions like raycasting, controls, and object selection in 3D scenes.
threejs-materials;cloudai-x/threejs-skills;threejs-materials;A skill for managing Three.js materials including PBR, basic, phong, and shader materials.
threejs-geometry;cloudai-x/threejs-skills;threejs-geometry;Create 3D geometry using Three.js including built-in shapes, custom meshes, and instanced rendering.
threejs-textures;cloudai-x/threejs-skills;threejs-textures;A skill for managing Three.js textures including UV mapping, environment maps, and texture optimization.
threejs-lighting;cloudai-x/threejs-skills;threejs-lighting;A skill for managing Three.js lighting, including light types, shadows, and environment lighting.
threejs-loaders;cloudai-x/threejs-skills;threejs-loaders;A skill for loading 3D assets like GLTF models, textures, and HDR environments in Three.js.
threejs-postprocessing;cloudai-x/threejs-skills;threejs-postprocessing;Add visual effects like bloom, DOF, and screen space shaders to Three.js scenes.
threejs;mrgoonie/claudekit-skills;threejs;Create 3D web applications using Three.js for scenes, animations, and VR/XR experiences.
ui-styling;mrgoonie/claudekit-skills;ui-styling;Create accessible and responsive user interfaces using shadcn/ui components and Tailwind CSS.
frontend-design;mrgoonie/claudekit-skills;frontend-design;Create high-quality, production-ready frontend interfaces with creative and polished code.
web-testing;mrgoonie/claudekit-skills;web-testing;Web testing using Playwright, Vitest, and k6 for E2E, unit, integration, and load testing.
web-frameworks;mrgoonie/claudekit-skills;web-frameworks;Create modern full-stack web apps with Next.js, Turborepo, and RemixIcon.
frontend-dev-guidelines;mrgoonie/claudekit-skills;frontend-development;Provides frontend development guidelines for React/TypeScript apps with modern patterns and best practices.
react-component-performance;dimillian/skills;main/react-component-performance;Optimize React component performance by analyzing slow renders, re-renders, and laggy lists.
vue-debug-guides;vuejs-ai/skills;main/skills/vue-debug-guides;A skill for debugging and handling errors in Vue 3 applications, including runtime errors, warnings, and SSR issues.
vueuse-best-practices;hyf0/vue-skills;;A skill focused on Vue.js best practices and VueUse utilities for building efficient web applications.
senior-frontend;alirezarezvani/claude-skills;;A frontend development skill for React, Next.js, TypeScript, and Tailwind CSS applications.
vue-development-guides;hyf0/vue-skills;vue-development-guides;Provides best practices and tips for Vue.js development, including application creation, refactoring, and review.
vue-pinia-best-practices;hyf0/vue-skills;vue-pinia-best-practices;Best practices for Pinia state management in Vue applications.
vue-router-best-practices;hyf0/vue-skills;vue-router-best-practices;Best practices for Vue Router 4 including navigation guards and route parameters.
create-adaptable-composable;hyf0/vue-skills;create-adaptable-composable;Create Vue composables with reactive inputs using MaybeRef patterns for predictable behavior.
fumadocs-mdx-structure;theorcdev/8bitcn-ui;fumadocs-mdx-structure;Generate MDX documentation files with proper frontmatter and component integration for Fumadocs.
rendering-animate-svg;theorcdev/8bitcn-ui;rendering-animate-svg;Optimize animated SVG rendering with hardware acceleration for retro pixel art components.
vue-options-api-best-practices;hyf0/vue-skills;vue-options-api-best-practices;Best practices for Vue 3 Options API including data(), methods, and this context usage.
vue-jsx-best-practices;hyf0/vue-skills;vue-jsx-best-practices;Best practices for using JSX syntax in Vue applications, including class vs className and plugin configuration.
vue-testing-best-practices;hyf0/vue-skills;vue-testing-best-practices;Best practices for Vue.js testing with Vitest, Vue Test Utils, and Playwright.
tanstack-query;jezweb/claude-skills;tanstack-query;Manage server state in React with TanStack Query v5, covering useMutationState, optimistic updates, and more.
nuxt;onmax/nuxt-skills;nuxt;A skill for working with Nuxt 4+ projects, providing server routes, file-based routing, middleware patterns, and Nuxt-specific composables.
vue;onmax/nuxt-skills;vue;A skill for editing .vue files, creating Vue 3 components, writing composables, and testing Vue code with best practices.
fixing-motion-performance;ibelick/ui-skills;fixing-motion-performance;Optimize animation performance issues.
vue-debug-guides;hyf0/vue-skills;vue-debug-guides;A skill for debugging and handling errors in Vue 3 applications, including runtime errors, warnings, and SSR issues.
nuxt-ui;onmax/nuxt-skills;nuxt-ui;A skill for building styled UI components with Nuxt UI v4 and Tailwind Variants theming.
tailwind-v4-shadcn;jezweb/claude-skills;tailwind-v4-shadcn;Set up Tailwind v4 with shadcn/ui using CSS variable architecture and @theme inline pattern.
performance-lighthouse-runner;jeremylongshore/claude-code-plugins-plus-skills;;Automatically runs Lighthouse performance audits for frontend development.
vueuse;onmax/nuxt-skills;vueuse;A Vue.js utility library providing reactive composables for state, browser APIs, and more.
chat-ui;inference-sh/skills;main/skills/chat-ui;A set of React/Next.js components for building chat UIs with messages, input, and typing indicators.
reka-ui;onmax/nuxt-skills;reka-ui;A skill for building with Reka UI (headless Vue components), providing component API, accessibility patterns, and styling integration.
motion;onmax/nuxt-skills;motion;A skill for adding animations with Motion Vue, providing motion components, gesture animations, and layout transitions.
nuxt-modules;onmax/nuxt-skills;nuxt-modules;A skill for creating and managing Nuxt modules including local, runtime, and server extensions with CI/CD support.
nuxt-content;onmax/nuxt-skills;nuxt-content;A skill for working with Nuxt Content v3, supporting collections, APIs, rendering, and database integration.
nuxt-better-auth;onmax/nuxt-skills;nuxt-better-auth;A skill for implementing authentication in Nuxt applications using @onmax/nuxt-better-auth.
nextjs;jezweb/claude-skills;nextjs;A skill for building Next.js 16 applications with App Router, Server Components, and async route params.
nuxthub;onmax/nuxt-skills;nuxthub;A skill for building NuxtHub v0.10.6 applications with database, KV storage, blob storage, and cache APIs.
frontend-slides;zarazhangrui/frontend-slides;;Create stunning HTML presentations with animations from scratch or by converting PPT files.
tailwind-patterns;jezweb/claude-skills;tailwind-patterns;A set of production-ready Tailwind CSS patterns for common website components.
zustand-state-management;jezweb/claude-skills;zustand-state-management;A skill for managing global state in React using Zustand with TypeScript support and SSR hydration.
performance;addyosmani/web-quality-skills;performance;Optimize web performance for faster loading and better user experience.
angular-signals;analogjs/angular-skills;angular-signals;Implement signal-based reactive state management in Angular v20+ using signal(), computed(), linkedSignal(), and effect().
websh;openprose/prose;websh;A shell for the web that allows navigating URLs like directories and querying pages with Unix-like commands.
landing-page-guide-v2;bear2u/my-skills;landing-page-guide-v2;Create high-converting landing pages with Next.js 14+ and ShadCN UI, focusing on design quality and conversion optimization.
angular-component;analogjs/angular-skills;angular-component;Create modern Angular standalone components with signal-based inputs/outputs and OnPush change detection.
nuxt-seo;onmax/nuxt-skills;nuxt-seo;A Nuxt module for SEO configuration including sitemaps, OG images, and structured data.
domain-web;zhanghandong/rust-skills;domain-web;A skill for building web services with support for HTTP, REST API, GraphQL, and WebSocket.
react-hook-form-zod;jezweb/claude-skills;react-hook-form-zod;Build type-safe validated forms with React Hook Form and Zod for client-server validation.
seo-geo;resciencelab/opc-skills;seo-geo;Optimize websites for AI and traditional search engines with SEO & GEO techniques.
webapp-testing;skillcreatorai/ai-agent-skills;webapp-testing;A toolkit for testing local web applications using Playwright, supporting frontend verification and debugging.
frontend-design;skillcreatorai/ai-agent-skills;frontend-design;Create high-quality, production-ready frontend interfaces with distinct designs using React, HTML, and CSS.
angular-routing;analogjs/angular-skills;angular-routing;Implement Angular v20+ routing with lazy loading, guards, resolvers, and parameters.
react-best-practices;skillcreatorai/ai-agent-skills;react-best-practices;Best practices for React development including hooks, component patterns, and performance optimization.
angular-forms;analogjs/angular-skills;angular-forms;Create signal-based forms in Angular with automatic binding, validation, and dynamic fields.
artifacts-builder;skillcreatorai/ai-agent-skills;artifacts-builder;A tool suite for building complex HTML artifacts with React, Tailwind CSS, and shadcn/ui components.
angular-http;analogjs/angular-skills;angular-http;Implement HTTP data fetching in Angular using resource(), httpResource(), and HttpClient for API calls and signal-based patterns.
video-downloader;skillcreatorai/ai-agent-skills;video-downloader;A skill to download videos from YouTube and other platforms for offline use.
angular-directives;analogjs/angular-skills;angular-directives;Create custom Angular directives for DOM manipulation and behavior extension.
moai-domain-frontend;modu-ai/moai-adk;moai-domain-frontend;A frontend specialist for React, Next.js, and Vue with modern UI/UX patterns.
core-web-vitals;addyosmani/web-quality-skills;core-web-vitals;Optimize Core Web Vitals (LCP, INP, CLS) for better page experience and search ranking.
seo;addyosmani/web-quality-skills;seo;Optimize content for search engine visibility and ranking.
vueuse-functions;vueuse/skills;main/skills/vueuse-functions;A skill for applying VueUse composables to build concise Vue.js/Nuxt features.
moai-library-shadcn;modu-ai/moai-adk;moai-library-shadcn;A skill for implementing React UI components with shadcn/ui and Tailwind CSS.
