# Agent Skills Index
URL_TEMPLATE: https://raw.githubusercontent.com/{repo}/main/skills/{path}/SKILL.md
COLUMNS: id;repo;path;summary
bash-defensive-patterns;wshobson/agents;bash-defensive-patterns;Learn defensive Bash scripting techniques for robust, production-ready scripts and CI/CD pipelines.
prometheus-configuration;wshobson/agents;prometheus-configuration;Configure Prometheus for infrastructure and application monitoring, metric collection, and alerting.
turborepo-caching;wshobson/agents;turborepo-caching;Configure Turborepo for efficient monorepo builds with local and remote caching.
k8s-manifest-generator;wshobson/agents;k8s-manifest-generator;Generate production-ready Kubernetes manifests with best practices and security standards.
ml-pipeline-workflow;wshobson/agents;ml-pipeline-workflow;Build end-to-end MLOps pipelines from data prep to model deployment and production workflows.
multi-cloud-architecture;wshobson/agents;multi-cloud-architecture;Design multi-cloud architectures using a decision framework to select and integrate services across AWS, Azure, and GCP.
gitops-workflow;wshobson/agents;gitops-workflow;Implement GitOps workflows with ArgoCD and Flux for automated Kubernetes deployments.
helm-chart-scaffolding;wshobson/agents;helm-chart-scaffolding;Create and manage Helm charts for Kubernetes application templating and packaging.
hybrid-cloud-networking;wshobson/agents;hybrid-cloud-networking;Configure secure hybrid cloud networking with VPN and dedicated connections.
airflow-dag-patterns;wshobson/agents;airflow-dag-patterns;Create production Apache Airflow DAGs with best practices for operators, sensors, testing, and deployment.
shellcheck-configuration;wshobson/agents;shellcheck-configuration;Configure ShellCheck for static analysis of shell scripts to ensure quality and portability.
service-mesh-observability;wshobson/agents;service-mesh-observability;Implement comprehensive observability for service meshes including distributed tracing, metrics, and visualization.
distributed-tracing;wshobson/agents;distributed-tracing;Implement distributed tracing with Jaeger and Tempo to track requests across microservices and identify performance bottlenecks.
incident-runbook-templates;wshobson/agents;incident-runbook-templates;Create structured incident response runbooks with procedures, escalation paths, and recovery actions for efficient incident management.
bats-testing-patterns;wshobson/agents;bats-testing-patterns;Learn to use Bats for comprehensive shell script testing in CI/CD pipelines.
on-call-handoff-patterns;wshobson/agents;on-call-handoff-patterns;Master on-call shift handoffs with context transfer, escalation procedures, and documentation.
slo-implementation;wshobson/agents;slo-implementation;Implement SLIs/SLOs with error budgets and alerting for service reliability.
istio-traffic-management;wshobson/agents;istio-traffic-management;Manage Istio traffic including routing, load balancing, and canary deployments for service mesh policies.
bazel-build-optimization;wshobson/agents;bazel-build-optimization;Optimize Bazel builds for large-scale monorepos with remote execution and performance tuning.
linkerd-patterns;wshobson/agents;linkerd-patterns;Implement Linkerd service mesh patterns for secure, lightweight service deployments with minimal overhead.
python-observability;wshobson/agents;python-observability;A Python observability skill for structured logging, metrics, and distributed tracing.
github-issue-triage;code-yeongyu/oh-my-opencode;github-issue-triage;Triages GitHub issues with real-time streaming analysis.
list-npm-package-content;vercel/ai;list-npm-package-content;Check npm package contents before publishing.
git-commit;github/awesome-copilot;git-commit;Automates Git commit process with conventional message analysis and intelligent staging.
gh-cli;github/awesome-copilot;gh-cli;A comprehensive GitHub CLI reference for managing repositories, issues, pull requests, and more from the command line.
github-issues;github/awesome-copilot;github-issues;Manage GitHub issues including creation, updates, and workflow automation.
azure-devops-cli;github/awesome-copilot;azure-devops-cli;Manage Azure DevOps resources via CLI for projects, repos, pipelines, and more.
azure-resource-visualizer;github/awesome-copilot;azure-resource-visualizer;Visualize Azure resource groups with Mermaid diagrams to understand resource relationships.
azure-static-web-apps;github/awesome-copilot;azure-static-web-apps;Deploy and manage Azure Static Web Apps with SWA CLI.
appinsights-instrumentation;github/awesome-copilot;appinsights-instrumentation;Instrument web applications for telemetry data to Azure App Insights.
azure-deployment-preflight;github/awesome-copilot;azure-deployment-preflight;Validates Azure Bicep deployments with syntax checks, what-if analysis, and permission verification.
senior-devops;davila7/claude-code-templates;development/senior-devops;A comprehensive DevOps skill covering CI/CD, infrastructure automation, containerization, and cloud platforms.
commit;davila7/claude-code-templates;sentry/commit;Generate commit messages following Sentry conventions for git history formatting.
devops-iac-engineer;davila7/claude-code-templates;development/devops-iac-engineer;A DevOps engineer implementing IaC with Terraform and Kubernetes, designing scalable architectures and CI/CD pipelines.
docker-expert;davila7/claude-code-templates;development/docker-expert;A Docker expert skill for multi-stage builds, image optimization, security, and orchestration.
changelog-generator;davila7/claude-code-templates;development/changelog-generator;Automatically generates user-friendly changelogs from git commits.
it-operations;davila7/claude-code-templates;development/it-operations;Manages IT infrastructure, monitoring, incident response, and service reliability with frameworks like ITIL and observability strategies.
gh-fix-ci;davila7/claude-code-templates;development/gh-fix-ci;Debug and fix failing GitHub CI/CD checks with automated log inspection and fix planning.
railway-deployment;davila7/claude-code-templates;railway/deployment;Manage Railway deployments including viewing logs, redeploying, restarting, and removing deployments.
railway-new;davila7/claude-code-templates;railway/new;Create and configure Railway projects, services, and databases with proper setup and deployment handling.
railway-database;davila7/claude-code-templates;railway/database;Add official Railway database services like Postgres, Redis, MySQL, MongoDB.
modal;davila7/claude-code-templates;scientific/modal;Deploy Python code in the cloud with serverless containers, GPUs, and autoscaling for ML models and compute-intensive tasks.
railway-metrics;davila7/claude-code-templates;railway/metrics;Query resource usage metrics for Railway services including CPU, memory, and performance.
railway-service;davila7/claude-code-templates;railway/service;Manage Railway services including status checks, renaming, icon changes, linking, and creation with Docker images.
railway-deploy;davila7/claude-code-templates;railway/deploy;Deploy code to Railway using railway up command.
railway-projects;davila7/claude-code-templates;railway/projects;Manage Railway projects including listing, switching, and configuring settings.
railway-status;davila7/claude-code-templates;railway/status;Check the deployment status of a Railway project in the current directory.
railway-templates;davila7/claude-code-templates;railway/templates;Deploy services from Railway's template marketplace.
railway-environment;davila7/claude-code-templates;railway/environment;Manage Railway environment configurations and apply changes.
using-git-worktrees;davila7/claude-code-templates;development/using-git-worktrees;Create isolated Git worktrees for feature development with smart directory selection and safety checks.
railway-domain;davila7/claude-code-templates;railway/domain;Manage domains for Railway services including adding, viewing, and removing domains.
bash-linux;davila7/claude-code-templates;development/bash-linux;A skill for Bash/Linux terminal patterns including critical commands, piping, error handling, and scripting.
iterate-pr;davila7/claude-code-templates;sentry/iterate-pr;Automatically iterate on pull requests until CI checks pass.
server-management;davila7/claude-code-templates;development/server-management;Teaches server management principles including process management, monitoring strategy, and scaling decisions.
datadog-cli;davila7/claude-code-templates;ai-research/datadog-cli;A CLI tool for Datadog observability features like logs, metrics, and dashboards.
git-pushing;davila7/claude-code-templates;development/git-pushing;Automatically stage, commit, and push Git changes with conventional commit messages.
deployment-procedures;davila7/claude-code-templates;development/deployment-procedures;Teaches safe deployment workflows, rollback strategies, and verification for production environments.
workflow-automation;davila7/claude-code-templates;workflow-automation/workflow-automation;Automate workflows with platforms like n8n, Temporal, and Inngest for reliable AI agent execution.
github-workflow-automation;davila7/claude-code-templates;development/github-workflow-automation;Automate GitHub workflows with AI assistance including PR reviews, issue triage, and CI/CD integration.
aws-serverless;davila7/claude-code-templates;development/aws-serverless;A specialized skill for building production-ready serverless applications on AWS, covering Lambda, API Gateway, DynamoDB, and more.
vercel-deployment;davila7/claude-code-templates;development/vercel-deployment;Deploy applications to Vercel with Next.js expertise.
linux-production-shell-scripts;davila7/claude-code-templates;development/linux-shell-scripting;Provides ready-to-use shell script templates for Linux system administration tasks like automation and monitoring.
gcp-cloud-run;davila7/claude-code-templates;development/gcp-cloud-run;A specialized skill for building production-ready serverless apps on GCP, covering Cloud Run services and functions.
azure-functions;davila7/claude-code-templates;development/azure-functions;Expert patterns for Azure Functions development including isolated worker model, Durable Functions, cold start optimization, and production
trigger-dev;davila7/claude-code-templates;workflow-automation/trigger-dev;A skill for managing background jobs, AI workflows, and async execution with Trigger.dev.
inngest;davila7/claude-code-templates;workflow-automation/inngest;An expert skill for managing serverless background jobs and event-driven workflows using Inngest.
upstash-qstash;davila7/claude-code-templates;web-development/upstash-qstash;An expert skill for managing Upstash QStash serverless message queues and scheduled jobs.
busybox-on-windows;davila7/claude-code-templates;utilities/busybox-on-windows;This skill teaches how to use BusyBox on Windows for UNIX command-line tools.
neon-instagres;davila7/claude-code-templates;database/neon-instagres;Provision production-ready Postgres databases instantly with Neon Instagres for development and deployment.
pr-workflow;tursodatabase/turso;pr-workflow;A general workflow skill for commits, formatting, CI, dependencies, and security.
docker-expert;sickn33/antigravity-awesome-skills;docker-expert;A Docker expert skill for multi-stage builds, image optimization, security, and orchestration.
modal;k-dense-ai/claude-scientific-skills;;Deploy Python code in the cloud with serverless containers, GPUs, and autoscaling for ML models and compute-intensive tasks.
vercel-deployment;sickn33/antigravity-awesome-skills;vercel-deployment;Deploy applications to Vercel with Next.js expertise.
bash-linux;sickn33/antigravity-awesome-skills;bash-linux;A skill for Bash/Linux terminal patterns including critical commands, piping, error handling, and scripting.
github-workflow-automation;sickn33/antigravity-awesome-skills;github-workflow-automation;Automate GitHub workflows with AI assistance including PR reviews, issue triage, and CI/CD integration.
git-worktree;everyinc/compound-engineering-plugin;git-worktree;Manages Git worktrees for isolated parallel development with a simple interface.
aws-serverless;sickn33/antigravity-awesome-skills;aws-serverless;A specialized skill for building production-ready serverless applications on AWS, covering Lambda, API Gateway, DynamoDB, and more.
git-pushing;sickn33/antigravity-awesome-skills;git-pushing;Automatically stage, commit, and push Git changes with conventional commit messages.
workflow-automation;sickn33/antigravity-awesome-skills;workflow-automation;Automate workflows with platforms like n8n, Temporal, and Inngest for reliable AI agent execution.
rclone;everyinc/compound-engineering-plugin;rclone;Manage and sync files across cloud storage providers like S3, Google Drive, and Dropbox using rclone.
gcp-cloud-run;sickn33/antigravity-awesome-skills;gcp-cloud-run;A specialized skill for building production-ready serverless apps on GCP, covering Cloud Run services and functions.
deployment-procedures;sickn33/antigravity-awesome-skills;deployment-procedures;Teaches safe deployment workflows, rollback strategies, and verification for production environments.
azure-functions;sickn33/antigravity-awesome-skills;azure-functions;Expert patterns for Azure Functions development including isolated worker model, Durable Functions, cold start optimization, and production
inngest;sickn33/antigravity-awesome-skills;inngest;An expert skill for managing serverless background jobs and event-driven workflows using Inngest.
using-git-worktrees;sickn33/antigravity-awesome-skills;using-git-worktrees;Create isolated Git worktrees for feature development with smart directory selection and safety checks.
trigger-dev;sickn33/antigravity-awesome-skills;trigger-dev;A skill for managing background jobs, AI workflows, and async execution with Trigger.dev.
server-management;sickn33/antigravity-awesome-skills;server-management;Teaches server management principles including process management, monitoring strategy, and scaling decisions.
linux-production-shell-scripts;sickn33/antigravity-awesome-skills;linux-shell-scripting;Provides ready-to-use shell script templates for Linux system administration tasks like automation and monitoring.
upstash-qstash;sickn33/antigravity-awesome-skills;upstash-qstash;An expert skill for managing Upstash QStash serverless message queues and scheduled jobs.
busybox-on-windows;sickn33/antigravity-awesome-skills;busybox-on-windows;This skill teaches how to use BusyBox on Windows for UNIX command-line tools.
bash-pro;sickn33/antigravity-awesome-skills;bash-pro;Master defensive Bash scripting for production automation, CI/CD pipelines, and system utilities.
application-performance-performance-optimization;sickn33/antigravity-awesome-skills;application-performance-performance-optimization;Optimize end-to-end application performance with profiling, observability, and backend/frontend tuning.
git-advanced-workflows;sickn33/antigravity-awesome-skills;git-advanced-workflows;Master advanced Git workflows for clean history and issue recovery.
bash-defensive-patterns;sickn33/antigravity-awesome-skills;bash-defensive-patterns;Learn defensive Bash scripting techniques for robust, production-ready scripts and CI/CD pipelines.
performance-engineer;sickn33/antigravity-awesome-skills;performance-engineer;A performance engineer specializing in observability, application optimization, and scalable system performance using OpenTelemetry and dist
database-migration;sickn33/antigravity-awesome-skills;database-migration;Execute database migrations with zero-downtime strategies and rollback procedures.
error-detective;sickn33/antigravity-awesome-skills;error-detective;Detects error patterns, stack traces, and anomalies in logs and codebases to identify root causes.
github-actions-templates;sickn33/antigravity-awesome-skills;github-actions-templates;Create production-ready GitHub Actions workflows for automated testing, building, and deploying applications.
cloud-architect;sickn33/antigravity-awesome-skills;cloud-architect;Expert cloud architect specializing in multi-cloud infrastructure design, IaC, and cost optimization.
devops-troubleshooter;sickn33/antigravity-awesome-skills;devops-troubleshooter;A DevOps expert for rapid incident response, log analysis, and system troubleshooting.
git-pr-workflows-git-workflow;sickn33/antigravity-awesome-skills;git-pr-workflows-git-workflow;Orchestrate a comprehensive Git workflow from code review to PR creation using specialized agents.
network-engineer;sickn33/antigravity-awesome-skills;network-engineer;A network engineer expert in cloud networking, security, and performance optimization across multi-cloud environments.
error-debugging-error-analysis;sickn33/antigravity-awesome-skills;error-debugging-error-analysis;Expert error analysis and debugging for distributed systems and production incidents.
observability-engineer;sickn33/antigravity-awesome-skills;observability-engineer;Build production-ready monitoring, logging, and tracing systems with SLI/SLO management and incident response workflows.
deployment-engineer;sickn33/antigravity-awesome-skills;deployment-engineer;Expert deployment engineer specializing in modern CI/CD pipelines, GitOps workflows, and advanced deployment automation.
database-migrations-migration-observability;sickn33/antigravity-awesome-skills;database-migrations-migration-observability;Monitor database migrations with CDC and observability features.
git-pr-workflows-pr-enhance;sickn33/antigravity-awesome-skills;git-pr-workflows-pr-enhance;Optimize pull requests for efficient code reviews with automated processes.
error-diagnostics-error-analysis;sickn33/antigravity-awesome-skills;error-diagnostics-error-analysis;An expert error analysis skill for debugging distributed systems and analyzing production incidents.
error-diagnostics-error-trace;sickn33/antigravity-awesome-skills;error-diagnostics-error-trace;Helps set up error tracking and observability systems for comprehensive error monitoring and alerting.
kubernetes-architect;sickn33/antigravity-awesome-skills;kubernetes-architect;Expert Kubernetes architect specializing in cloud-native infrastructure and GitOps workflows.
test-automator;sickn33/antigravity-awesome-skills;test-automator;Automate testing with AI-powered frameworks and CI/CD integration.
terraform-specialist;sickn33/antigravity-awesome-skills;terraform-specialist;Expert Terraform/OpenTofu specialist for advanced IaC automation, state management, and enterprise infrastructure patterns.
database-cloud-optimization-cost-optimize;sickn33/antigravity-awesome-skills;database-cloud-optimization-cost-optimize;Optimize cloud database costs while maintaining performance and reliability across AWS, Azure, and GCP.
error-debugging-error-trace;sickn33/antigravity-awesome-skills;error-debugging-error-trace;Helps set up error tracking and observability for quick production issue resolution.
observability-monitoring-monitor-setup;sickn33/antigravity-awesome-skills;observability-monitoring-monitor-setup;Set up comprehensive monitoring and observability solutions with metrics, tracing, and log aggregation.
gitops-workflow;sickn33/antigravity-awesome-skills;gitops-workflow;Implement GitOps workflows with ArgoCD and Flux for automated Kubernetes deployments.
cicd-automation-workflow-automate;sickn33/antigravity-awesome-skills;cicd-automation-workflow-automate;Automate CI/CD pipelines and GitHub Actions workflows for efficient, secure, and consistent software delivery.
deployment-pipeline-design;sickn33/antigravity-awesome-skills;deployment-pipeline-design;Design multi-stage CI/CD pipelines with approval gates, security checks, and deployment orchestration.
gitlab-ci-patterns;sickn33/antigravity-awesome-skills;gitlab-ci-patterns;Create scalable GitLab CI/CD pipelines with multi-stage workflows and distributed runners.
performance-testing-review-multi-agent-review;sickn33/antigravity-awesome-skills;performance-testing-review-multi-agent-review;A multi-agent review skill for performance testing.
observability-monitoring-slo-implement;sickn33/antigravity-awesome-skills;observability-monitoring-slo-implement;Implement SLO frameworks and error budget practices for service reliability and monitoring.
release-skills;jimliu/baoyu-skills;release-skills;Automatically handles releases for multiple languages and frameworks with version detection and changelog support.
expo-deployment;expo/skills;main/plugins/expo-deployment/skills/expo-deployment;Deploy Expo apps to iOS, Android, web, and API routes.
cloudflare;cloudflare/cloudflare-docs;cloudflare;A comprehensive Cloudflare platform skill covering Workers, Pages, storage, AI, networking, security, and IaC.
wrangler;cloudflare/cloudflare-docs;wrangler;A CLI tool for deploying and managing Cloudflare Workers and related services.
turborepo;antfu/skills;main/skills/turborepo;Guidance for Turborepo monorepo build system, covering task pipelines, caching, and CI optimization.
expo-cicd-workflows;expo/skills;main/plugins/expo-deployment/skills/expo-cicd-workflows;Helps understand and write EAS workflow YAML files for Expo projects.
deployment-procedures;vudovn/antigravity-kit;deployment-procedures;Teaches safe deployment workflows, rollback strategies, and verification for production environments.
bash-linux;vudovn/antigravity-kit;bash-linux;A skill for Bash/Linux terminal patterns including critical commands, piping, error handling, and scripting.
server-management;vudovn/antigravity-kit;server-management;Teaches server management principles including process management, monitoring strategy, and scaling decisions.
git;epicenterhq/epicenter;git;A Git commit and pull request guideline using conventional commits.
gh-fix-ci;openai/skills;main/skills/.curated/gh-fix-ci;Fix failing GitHub PR checks using gh to inspect logs and implement fixes.
yeet;openai/skills;main/skills/.curated/yeet;Automates GitHub CLI operations for staging, committing, pushing, and opening pull requests.
n8n-workflow-patterns;czlonkowski/n8n-skills;n8n-workflow-patterns;Provides proven workflow patterns for n8n to help design and build efficient workflows.
coverage-analysis;trailofbits/skills;main/plugins/testing-handbook-skills/skills/coverage-analysis;Analyzes code coverage during fuzzing to assess harness effectiveness and identify blockers.
address-sanitizer;trailofbits/skills;main/plugins/testing-handbook-skills/skills/address-sanitizer;Detects memory errors in C/C++ code during fuzzing using AddressSanitizer.
git-commit-specification;tencentblueking/bk-ci;git-commit-specification;A skill for enforcing Git commit conventions including message formats, issue linking, and branch naming.
00-bkci-global-architecture;tencentblueking/bk-ci;00-bkci-global-architecture;A global architecture guide for BK-CI, focusing on pipeline-based module collaboration and system design.
managing-devops-pipeline;tencentblueking/bk-ci;managing-devops-pipeline;Manage Blue Shield pipeline build operations including history, parameters, status, and triggering builds.
microservice-infrastructure;tencentblueking/bk-ci;microservice-infrastructure;A guide for microservice infrastructure including configuration, event-driven architecture, and service communication.
repository-module-architecture;tencentblueking/bk-ci;repository-module-architecture;Guide for repository module architecture, covering Git/SVN integration, webhook configuration, and authorization management.
gh-issue-fix-flow;dimillian/skills;main/gh-issue-fix-flow;An end-to-end workflow for fixing GitHub issues using CLI tools and automated builds.
devops;mrgoonie/claudekit-skills;devops;A skill for deploying applications to cloud platforms like Cloudflare, GCP, and Kubernetes with support for serverless and containerized env
aws-solution-architect;alirezarezvani/claude-skills;;Design serverless AWS architectures using IaC templates and optimize costs.
github;dimillian/skills;main/github;Interact with GitHub using the gh CLI for issues, PRs, CI runs, and API queries.
senior-devops;alirezarezvani/claude-skills;;A comprehensive DevOps skill covering CI/CD, infrastructure automation, containerization, and cloud platforms.
ms365-tenant-manager;alirezarezvani/claude-skills;;Automate Microsoft 365 tenant administration, including user management, security policies, and compliance reporting.
readme-generator;jeremylongshore/claude-code-plugins-plus-skills;;Automatically generates README files for DevOps basics.
docker-compose-creator;jeremylongshore/claude-code-plugins-plus-skills;;Automatically creates Docker Compose files for DevOps basics.
github;callstackincubator/agent-skills;github;A skill for managing GitHub workflows using gh CLI, including PRs, code reviews, and branching strategies.
terraform-skill;antonbabenko/terraform-skill;;A skill for working with Terraform or OpenTofu, including module creation, testing, CI/CD setup, and security scanning.
lambda;itsmostafa/aws-agent-skills;lambda;Create and manage AWS Lambda serverless functions for event-driven computing.
cloudwatch;itsmostafa/aws-agent-skills;cloudwatch;Monitor AWS CloudWatch for logs, metrics, alarms, and dashboards.
sqs;itsmostafa/aws-agent-skills;sqs;An AWS SQS skill for managing message queues, dead-letter queues, and Lambda integrations.
api-gateway;itsmostafa/aws-agent-skills;api-gateway;Manage AWS API Gateway for REST and HTTP APIs with integration, authorization, and rate limiting.
s3;itsmostafa/aws-agent-skills;s3;Manage AWS S3 buckets, objects, and access control with this skill.
cloudformation;itsmostafa/aws-agent-skills;cloudformation;Manage AWS CloudFormation stacks for infrastructure as code.
logging-best-practices;boristane/agent-skills;logging-best-practices;Best practices for logging with canonical log lines to improve debugging and analytics.
wrangler;cloudflare/skills;main/skills/wrangler;A CLI tool for deploying and managing Cloudflare Workers and related services.
cloudflare;dmmulroy/cloudflare-skill;cloudflare;A comprehensive Cloudflare platform skill covering Workers, Pages, storage, AI, networking, security, and IaC.
vercel-deploy;skillcreatorai/ai-agent-skills;vercel-deploy;Deploy applications to Vercel with edge functions, serverless, and ISR.
domain-cloud-native;zhanghandong/rust-skills;domain-cloud-native;A skill for building cloud-native applications using Kubernetes, Docker, and microservices.
changelog-generator;skillcreatorai/ai-agent-skills;changelog-generator;Automatically generates user-friendly changelogs from git commits.
expo-deployment;skillcreatorai/ai-agent-skills;expo-deployment;Deploy Expo applications to iOS, Android, and web platforms.
moai-workflow-worktree;modu-ai/moai-adk;moai-workflow-worktree;Manage Git worktrees for parallel SPEC development with isolated workspaces and MoAI-ADK integration.
github-ops;daymade/claude-code-skills;;Automates GitHub operations using gh CLI and GitHub API for PRs, issues, workflows, and more.
cloudflare-troubleshooting;daymade/claude-code-skills;;Troubleshoot Cloudflare configuration issues using API-driven evidence gathering.
existing-repo;alinaqi/claude-bootstrap;existing-repo;Analyze existing repositories, maintain structure, and enforce best practices.
project-tooling;alinaqi/claude-bootstrap;project-tooling;Setup and deployment using GitHub, Vercel, Supabase, and Render CLI.
commit-hygiene;alinaqi/claude-bootstrap;commit-hygiene;Enforces commit hygiene practices including atomic commits and PR size limits.
cloudflare-r2;jezweb/claude-skills;cloudflare-r2;Manage Cloudflare R2 object storage with S3 compatibility for file uploads, downloads, and error troubleshooting.
cloudflare;cloudflare/skills;main/skills/cloudflare;A comprehensive Cloudflare platform skill covering Workers, Pages, storage, AI, networking, security, and IaC.
kubernetes-specialist;jeffallan/claude-skills;kubernetes-specialist;A skill for deploying and managing Kubernetes workloads with focus on cluster configuration, security, and troubleshooting.
azd-deployment;microsoft/agent-skills;azd-deployment;Deploy containerized apps to Azure Container Apps using azd CLI with support for Bicep infrastructure and remote builds.
cloudflare-worker-base;jezweb/claude-skills;cloudflare-worker-base;Set up Cloudflare Workers with Hono routing, Vite plugin, and static assets.
terraform-style-guide;hashicorp/agent-skills;terraform-style-guide;Generates Terraform HCL code following HashiCorp's official style conventions and best practices.
azure-identity-py;microsoft/agent-skills;azure-identity-py;A Python SDK for Azure Identity authentication with DefaultAzureCredential, managed identity, and service principals.
azure-appconfiguration-py;microsoft/agent-skills;azure-appconfiguration-py;Manage Azure App Configuration with Python SDK for centralized config, feature flags, and dynamic settings.
azure-monitor-opentelemetry-py;microsoft/agent-skills;azure-monitor-opentelemetry-py;Setup Azure Monitor OpenTelemetry for Python with auto-instrumentation.
azure-monitor-query-py;microsoft/agent-skills;azure-monitor-query-py;Query Azure Monitor metrics and Log Analytics workspaces using Python SDK.
azure-mgmt-apicenter-py;microsoft/agent-skills;azure-mgmt-apicenter-py;Manage API inventory and governance with Azure API Center SDK for Python.
azure-monitor-ingestion-py;microsoft/agent-skills;azure-monitor-ingestion-py;Send custom logs to Azure Log Analytics using Python SDK.
azure-mgmt-apimanagement-py;microsoft/agent-skills;azure-mgmt-apimanagement-py;Manage Azure API Management services, APIs, products, subscriptions, and policies using Python SDK.
azure-monitor-opentelemetry-exporter-py;microsoft/agent-skills;azure-monitor-opentelemetry-exporter-py;Export OpenTelemetry data to Azure Monitor Application Insights using Python.
azure-mgmt-fabric-py;microsoft/agent-skills;azure-mgmt-fabric-py;Manage Microsoft Fabric resources and capacities using Azure SDK for Python.
azure-microsoft-playwright-testing-ts;microsoft/agent-skills;azure-microsoft-playwright-testing-ts;Run Playwright tests at scale using Azure Playwright Workspaces for cloud-hosted browser testing and CI/CD integration.
azure-containerregistry-py;microsoft/agent-skills;azure-containerregistry-py;Manage Azure Container Registry resources including container images and repositories using Python SDK.
datadog-cli;softaworks/agent-toolkit;datadog-cli;A CLI tool for Datadog observability features like logs, metrics, and dashboards.
cloudflare-workflows;jezweb/claude-skills;cloudflare-workflows;Create durable workflows with Cloudflare Workflows, supporting step.do, waitForEvent, Vitest testing, and automatic retries.
cloudflare-queues;jezweb/claude-skills;cloudflare-queues;Build async message queues with Cloudflare Queues for background processing.
google-spaces-updates;jezweb/claude-skills;google-spaces-updates;Post team updates to Google Chat Spaces via webhook for deployment notifications, bug fixes, and feature announcements.
devops-engineer;jeffallan/claude-skills;devops-engineer;A skill for DevOps engineers to manage CI/CD pipelines, containerization, and infrastructure as code.
axiom-xctrace-ref;charleswiltgen/axiom;axiom-xctrace-ref;A skill for automating Instruments profiling and headless performance analysis using xctrace CLI.
axiom-networking-diag;charleswiltgen/axiom;axiom-networking-diag;Diagnose network issues like timeouts, TLS failures, and performance problems using systematic Network.framework diagnostics.
axiom-storage-diag;charleswiltgen/axiom;axiom-storage-diag;A diagnostic skill for troubleshooting local file storage issues like missing files, backup problems, and storage errors.
axiom-background-processing-diag;charleswiltgen/axiom;axiom-background-processing-diag;A skill for diagnosing background task issues with decision trees and cost analysis.
axiom-app-store-connect-ref;charleswiltgen/axiom;axiom-app-store-connect-ref;A reference for App Store Connect crash analysis, TestFlight feedback, metrics dashboards, and data export workflows.
axiom-build-performance;charleswiltgen/axiom;axiom-build-performance;Optimize build performance with caching, timeline analysis, and bottleneck identification.
terraform-test;hashicorp/agent-skills;terraform-test;A comprehensive guide for writing and running Terraform tests, including test scenarios, assertions, and module validation.
refactor-module;hashicorp/agent-skills;refactor-module;Refactor monolithic Terraform configs into reusable modules using HashiCorp's principles.
jira-cli;code-and-sorts/awesome-copilot-agents;jira-cli;A CLI tool for interacting with Jira to manage issues, sprints, and workflows.
convex-cron-jobs;waynesutton/convexskills;;Manage scheduled tasks for Convex backend applications.
django-cloud-sql-postgres;jezweb/claude-skills;django-cloud-sql-postgres;Deploy Django on Google App Engine with Cloud SQL PostgreSQL, including Unix sockets and Gunicorn config.
google-app-engine;jezweb/claude-skills;google-app-engine;Deploy Python apps to Google App Engine with config and cloud services.
terraform-stacks;hashicorp/agent-skills;terraform-stacks;A skill for working with HashiCorp Terraform Stacks, including creating, modifying, and validating stack configurations.
